methyl_proteins_total	condensate_universe_proteins	methyl_proteins_in_any_condensate	fraction_methyl_proteins_in_any_condensate	fraction_condensate_universe_proteins_methylated	condensate_count_after_filters	include_synthetic
5090	4378	2107	0.41394891944990175	0.4812699862951119	40	False
