canonical_UniProtAC	condensate_id	condensate_name	condensate_type
P16452	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14621	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6PGP7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8N3V7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86YR5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00610	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P55290	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P19525	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O76041	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95140	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94811	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75116	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61764	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62258	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H061	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P32004	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5VIR6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75955	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P38606	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H444	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95782	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2Q3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IVF7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H254	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HAV0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P25685	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P38646	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P28072	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P68106	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UBB4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O43707	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14416	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11021	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y6M9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P31946	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UN36	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96JE9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13367	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11441	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96AQ6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75145	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49815	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95292	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75306	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08559	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5TCZ1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14867	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95373	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P19022	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4E8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00159	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IWU2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96JC1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95990	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6UWE0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14324	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75061	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NRW7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P35749	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P32969	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9C040	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00471	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P28161	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86YM7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P01111	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P53990	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NRW1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P20648	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62760	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13310	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P00568	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86YS7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14617	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BY11	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P41594	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09417	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09471	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96HU8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09493	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9C0D0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15034	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P60201	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4R7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5T8D3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NZH0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q7Z4S6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96C19	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P31947	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A0A2R8YDH4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q01813	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00410	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P23284	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NV70	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60716	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P68371	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P17568	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P24666	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UPR5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94979	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13153	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q07954	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96DZ5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P35579	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13332	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P53992	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P54136	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60282	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14156	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75521	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UPQ3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P20916	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75390	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UJS0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99798	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75077	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95741	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P27816	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13884	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3L5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99719	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P46060	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14490	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13671	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P42224	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P60660	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94819	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P55072	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15121	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P54764	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P1A6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UN37	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62277	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P06241	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09651	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75348	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60884	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11166	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q3ZCQ8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q01484	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P19174	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95294	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16774	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09038	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HBL7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P50148	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00231	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92828	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P01588	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11217	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92599	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16799	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13232	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P30043	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05388	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P51178	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P35613	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60331	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4G6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15147	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H4M9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61981	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92777	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P55087	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94925	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P78357	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14318	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15042	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92629	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75746	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92561	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3U8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UQB3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P121	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P60880	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61601	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q3KQU3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95299	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15785	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14008	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09497	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49591	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96D05	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q969M1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3D7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P21283	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15020	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3I0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y496	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00764	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A6NH52	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00013	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NP79	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P40121	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13526	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P12236	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75410	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99569	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P63010	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75382	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HB21	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q04917	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UIW2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q05193	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16658	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P63000	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P00558	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UJU6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9ULJ8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P035	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15599	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12955	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NZG7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07737	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P22061	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86UR5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P43155	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07195	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O43739	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BQI5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6UXV4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A6NCS6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P20340	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86UX6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
