s2_state_observation_rows	s2_unique_site_state_observations	s2_validated_unique_site_state_observations	s2_unique_canonical_sites	s2_sites_observed_in_both_me1_me2	s3_peptide_rows	s3_unique_site_ip_treatment	s3_unique_site_ip	s3_validated_unique_site_ip	s3_unique_canonical_sites	s3_sites_observed_in_multiple_ip_classes	s3_sites_with_multiple_states_within_ip	padj_cutoff
2884	2437	2424	1825	612	24696	3556	1778	1770	961	519	608	0.05
