category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
Domain edge 21-40 aa	839	0.1289380666974028	9304	0.11078960216244538	1.1886052616721525	0.2492696725423639	1.1487498493760038e-05	3.446249548128011e-05
Domain edge <=20 aa	1093	0.16797295220531736	14508	0.17275747508305647	0.9670403407279762	-0.04835202095125659	0.3316141367628004	0.3316141367628004
Domain-distal >40 aa	4575	0.7030889810972798	60167	0.7164529227544981	0.9370485295174515	-0.09380432823966972	0.02168024504333268	0.032520367564999014
