category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
Domain edge <=5 aa	165	0.03737259343148358	1295	0.029159442480466553	1.2958778296157951	0.3739297128865203	0.002990831120942092	0.003738538901177615
Domain edge 11-20 aa	313	0.07089467723669308	2558	0.057598342752921576	1.2500728296080135	0.3220121491701787	0.00048057235485741544	0.0008009539247623591
Domain edge 21-40 aa	512	0.1159682899207248	4364	0.09826394361757222	1.204704682150077	0.2686795316717667	0.00025182302313815944	0.0006295575578453986
Domain edge 6-10 aa	145	0.03284258210645526	1355	0.030510459120488168	1.0822397193548716	0.11402009585524253	0.3850107300958625	0.3850107300958625
Domain-distal >40 aa	3280	0.7429218573046432	34839	0.7844678120285515	0.7937913553116942	-0.3331682439591139	3.861772359459761e-10	1.9308861797298805e-09
