category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
Domain edge <=20 aa	623	0.14110985277463195	5208	0.1172682443538763	1.237436840254467	0.30735489078655104	5.273258675888578e-06	7.909888013832867e-06
Domain edge 21-40 aa	512	0.1159682899207248	4364	0.09826394361757222	1.204704682150077	0.2686795316717667	0.00025182302313815944	0.00025182302313815944
Domain-distal >40 aa	3280	0.7429218573046432	34839	0.7844678120285515	0.7937913553116942	-0.3331682439591139	3.861772359459761e-10	1.1585317078379282e-09
