methylated_disordered_outside_domain_sites	arginines_in_same_outside_domain_idr_segments	outside_domain_idr_segments_in_methylated_proteins	outside_domain_idr_segments_with_methyl_site	median_segment_length_all_segments	median_segment_length_all_arginines_arg_weighted	median_segment_length_methyl_sites_site_weighted	median_domain_edge_distance_methyl_sites
4415	48826	42181	2131	6.0	81.0	78.0	101.0
