side	distance_aa	count_within_distance	total_on_side	fraction_within_distance	expected_count_within_distance	expected_total_site_weighted	expected_fraction_within_distance	obs_minus_expected_fraction
N	96	1044	1994	0.5235707121364093	1056.7739465710417	1994	0.5299769039975134	-0.006406191861104138
N	97	1047	1994	0.5250752256770311	1063.4051757592363	1994	0.5333024953657153	-0.008227269688684147
N	98	1057	1994	0.5300902708124373	1070.9870726729187	1994	0.5371048508891267	-0.007014580076689425
N	99	1060	1994	0.5315947843530592	1075.5179980438438	1994	0.5393771304131614	-0.0077823460601021965
N	100	1069	1994	0.5361083249749248	1081.5559053197308	1994	0.5424051681643585	-0.006296843189433687
N	101	1075	1994	0.5391173520561685	1086.4644501274138	1994	0.5448668255403278	-0.005749473484159329
N	102	1079	1994	0.541123370110331	1090.4863626687415	1994	0.5468838328328693	-0.005760462722538384
N	103	1084	1994	0.5436308926780341	1096.6249969099429	1994	0.5499623856118069	-0.0063314929337727754
N	104	1093	1994	0.5481444332998997	1101.4119914350256	1994	0.55236308497243	-0.004218651672530327
N	105	1097	1994	0.5501504513540622	1104.640049793077	1994	0.5539819708089654	-0.0038315194549032316
N	106	1103	1994	0.5531594784353059	1109.5018680742583	1994	0.5564201946209921	-0.003260716185686241
N	107	1106	1994	0.5546639919759278	1113.715648482867	1994	0.5585334245149784	-0.003869432539050699
N	108	1110	1994	0.5566700100300903	1118.6673835835156	1994	0.5610167420178113	-0.004346731987720953
N	109	1112	1994	0.5576730190571715	1121.116732231084	1994	0.5622451014198013	-0.004572082362629848
N	110	1115	1994	0.5591775325977933	1125.0031423024939	1994	0.5641941536120831	-0.0050166210142897905
N	111	1119	1994	0.5611835506519559	1128.2456077074592	1994	0.5658202646476725	-0.004636713995716635
N	112	1123	1994	0.5631895687061184	1134.8986240770548	1994	0.5691567823856845	-0.005967213679566097
N	113	1129	1994	0.5661985957873621	1141.3060014219313	1994	0.572370111044098	-0.006171515256735871
N	114	1132	1994	0.567703109327984	1144.93183675069	1994	0.5741884838268255	-0.006485374498841567
N	115	1136	1994	0.5697091273821464	1150.5687902942223	1994	0.5770154414715257	-0.007306314089379318
N	116	1140	1994	0.571715145436309	1155.4439309091983	1994	0.5794603464940814	-0.007745201057772433
N	117	1144	1994	0.5737211634904714	1158.1838953307417	1994	0.5808344510184261	-0.007113287527954704
N	118	1146	1994	0.5747241725175527	1160.7988571662922	1994	0.5821458661816912	-0.007421693664138473
N	119	1150	1994	0.5767301905717152	1165.7971821957829	1994	0.5846525487441238	-0.007922358172408606
