side	distance_aa	count_within_distance	total_on_side	fraction_within_distance	expected_count_within_distance	expected_total_site_weighted	expected_fraction_within_distance	obs_minus_expected_fraction
C	81	994	2421	0.41057414291615035	1001.5025491715685	2421	0.41367308929019764	-0.0030989463740472845
C	82	1002	2421	0.4138785625774473	1010.6800169443111	2421	0.4174638649088439	-0.0035853023313965893
C	83	1010	2421	0.41718298223874434	1018.3358675742999	2421	0.42062613282705485	-0.0034431505883105173
C	84	1018	2421	0.4204874019000413	1026.9450887546518	2421	0.42418219279415603	-0.00369479089411473
C	85	1028	2421	0.4246179264766625	1035.9104143919076	2421	0.42788534258236577	-0.003267416105703247
C	86	1036	2421	0.42792234613795954	1042.829471355698	2421	0.43074327606596363	-0.00282092992800409
C	87	1043	2421	0.4308137133415944	1049.4839839014376	2421	0.4334919388275248	-0.0026782254859303856
C	88	1052	2421	0.43453118546055347	1055.3454007595792	2421	0.4359130114661624	-0.0013818260056089327
C	89	1060	2421	0.4378356051218505	1065.0442971363952	2421	0.43991916445121654	-0.002083559329366047
C	90	1068	2421	0.44114002478314746	1073.2405382040304	2421	0.44330464196779445	-0.0021646171846469997
C	91	1072	2421	0.44279223461379597	1079.0740904174488	2421	0.44571420504644726	-0.0029219704326512996
C	92	1080	2421	0.44609665427509293	1087.540288456968	2421	0.4492111889537249	-0.003114534678631986
C	93	1088	2421	0.4494010739363899	1094.5660654224698	2421	0.4521132033963114	-0.0027121294599214973
C	94	1095	2421	0.45229244114002476	1101.9991517345288	2421	0.455183457965522	-0.00289101682549725
C	95	1104	2421	0.4560099132589839	1111.0794807166303	2421	0.45893411016795965	-0.0029241969089757736
C	96	1109	2421	0.4580751755472945	1119.4324721479416	2421	0.4623843338074934	-0.004309158260198898
C	97	1109	2421	0.4580751755472945	1121.7989794641296	2421	0.4633618254705203	-0.005286649923225806
C	98	1116	2421	0.46096654275092935	1125.789139227995	2421	0.46500997076744943	-0.004043428016520079
C	99	1121	2421	0.46303180503923996	1132.6937514267938	2421	0.4678619378053671	-0.004830132766127149
C	100	1129	2421	0.466336224700537	1140.366322196914	2421	0.47103111201855186	-0.004694887318014873
C	101	1136	2421	0.46922759190417185	1147.416085734079	2421	0.47394303417351463	-0.004715442269342784
C	102	1139	2421	0.4704667492771582	1152.0721620907905	2421	0.47586623795571686	-0.0053994886785586615
C	103	1146	2421	0.47335811648079307	1159.9773995336734	2421	0.47913151570990226	-0.0057733992291091885
C	104	1150	2421	0.4750103263114416	1164.2542067722732	2421	0.4808980614507531	-0.005887735139311512
C	105	1157	2421	0.47790169351507644	1171.8903289217562	2421	0.4840521804716052	-0.006150486956528756
C	106	1165	2421	0.4812061131763734	1179.6401827515986	2421	0.4872532766425438	-0.006047163466170402
C	107	1170	2421	0.483271375464684	1183.9833131372698	2421	0.48904721732229234	-0.0057758418576083215
C	108	1174	2421	0.4849235852953325	1187.4977097292397	2421	0.4904988474718049	-0.005575262176472362
C	109	1178	2421	0.486575795125981	1192.878333168597	2421	0.49272132720718587	-0.006145532081204885
C	110	1185	2421	0.48946716232961585	1201.5174035814368	2421	0.4962897164731255	-0.006822554143509629
C	111	1194	2421	0.49318463444857497	1211.7483686876908	2421	0.5005156417545191	-0.007331007305944159
C	112	1201	2421	0.49607600165220983	1219.1845608736412	2421	0.5035871792125738	-0.0075111775603639575
C	113	1212	2421	0.5006195786864932	1225.7475474548742	2421	0.5062980369495557	-0.005678458263062458
C	114	1218	2421	0.5030978934324659	1233.5838026342578	2421	0.5095348214102676	-0.00643692797780171
C	115	1227	2421	0.506815365551425	1240.3269072914911	2421	0.5123200773612107	-0.005504711809785623
C	116	1233	2421	0.5092936802973977	1247.1510057209623	2421	0.5151387879888321	-0.005845107691434315
C	117	1241	2421	0.5125980999586948	1252.806749315653	2421	0.5174749067805258	-0.0048768068218310034
C	118	1245	2421	0.5142503097893433	1256.9845933707884	2421	0.5192005755352286	-0.004950265745885307
C	119	1253	2421	0.5175547294506402	1263.5036948323811	2421	0.5218933064156882	-0.004338576965048024
C	120	1259	2421	0.520033044196613	1268.6689329721764	2421	0.5240268207237407	-0.003993776527127735
C	121	1264	2421	0.5220983064849236	1273.1640028177899	2421	0.5258835203708343	-0.0037852138859106876
C	122	1272	2421	0.5254027261462205	1278.4065336314898	2421	0.5280489606078025	-0.0026462344615819644
C	123	1276	2421	0.527054935976869	1283.4700895183655	2421	0.530140474811386	-0.00308553883451701
C	124	1280	2421	0.5287071458075175	1288.6758639202376	2421	0.5322907327221138	-0.0035835869145962596
C	125	1286	2421	0.5311854605534903	1295.3430814199025	2421	0.5350446432961183	-0.0038591827426280867
C	126	1290	2421	0.5328376703841388	1300.8880455033816	2421	0.5373350043384476	-0.004497333954308846
C	127	1296	2421	0.5353159851301115	1306.9449506961546	2421	0.5398368239141489	-0.004520838784037418
C	128	1303	2421	0.5382073523337464	1314.465429439803	2421	0.5429431761420087	-0.004735823808262318
C	129	1307	2421	0.5398595621643949	1318.3575303340795	2421	0.5445508179818586	-0.004691255817463658
C	130	1316	2421	0.543577034283354	1324.5185183023627	2421	0.5470956292037847	-0.0035185949204307176
C	131	1320	2421	0.5452292441140025	1331.1449282864542	2421	0.5498326841331905	-0.004603440019187999
C	132	1325	2421	0.5472945064023131	1335.9246154574982	2421	0.5518069456660464	-0.004512439263733237
C	133	1329	2421	0.5489467162329615	1340.2349492629046	2421	0.5535873396377136	-0.00464062340475202
C	134	1335	2421	0.5514250309789344	1345.5644088554006	2421	0.5557886860204051	-0.004363655041470738
C	135	1342	2421	0.5543163981825692	1351.2206697512663	2421	0.5581250184846205	-0.003808620302051313
C	136	1345	2421	0.5555555555555556	1354.674960128743	2421	0.5595518216145159	-0.003996266058960307
C	137	1348	2421	0.5567947129285419	1358.0584423273733	2421	0.5609493772521162	-0.004154664323574364
C	138	1352	2421	0.5584469227591904	1362.7425268951233	2421	0.5628841498947226	-0.004437227135532185
C	139	1358	2421	0.5609252375051632	1368.4652196430884	2421	0.5652479221987148	-0.004322684693551571
C	140	1360	2421	0.5617513424204874	1372.3167412454548	2421	0.5668388026623109	-0.005087460241823494
C	141	1363	2421	0.5629904997934738	1376.3638401023945	2421	0.5685104667915715	-0.005519966998097647
C	142	1371	2421	0.5662949194547707	1382.8544778943688	2421	0.571191440683341	-0.004896521228570316
C	143	1379	2421	0.5695993391160677	1389.9534475470064	2421	0.5741236875452319	-0.00452434842916416
C	144	1381	2421	0.570425444031392	1392.7363394299257	2421	0.5752731678768797	-0.004847723845487706
C	145	1387	2421	0.5729037587773648	1398.8085076393513	2421	0.5777812918791208	-0.004877533101755982
C	146	1389	2421	0.573729863692689	1401.0694635170898	2421	0.5787151852610862	-0.004985321568397261
C	147	1393	2421	0.5753820735233375	1405.0091606878589	2421	0.580342486859917	-0.004960413336579483
C	148	1396	2421	0.5766212308963239	1407.7329956640087	2421	0.5814675735910817	-0.00484634269475781
C	149	1401	2421	0.5786864931846345	1413.6818564493137	2421	0.5839247651587417	-0.0052382719741072
C	150	1410	2421	0.5824039653035935	1419.8360682299901	2421	0.5864667774597233	-0.0040628121561298025
C	151	1412	2421	0.5832300702189178	1422.7670979857896	2421	0.5876774465038371	-0.004447376284919313
C	152	1417	2421	0.5852953325072284	1427.156321580804	2421	0.5894904260969863	-0.004195093589757892
C	153	1423	2421	0.5877736472532011	1432.6866308443118	2421	0.5917747339299099	-0.004001086676708732
C	154	1428	2421	0.5898389095415117	1438.6663563882423	2421	0.5942446742619754	-0.004405764720463612
C	155	1432	2421	0.5914911193721603	1443.9813185421483	2421	0.5964400324420274	-0.004948913069867111
C	156	1435	2421	0.5927302767451467	1446.647859293064	2421	0.5975414536526493	-0.004811176907502657
C	157	1439	2421	0.5943824865757952	1449.625402023452	2421	0.59877133499523	-0.0043888484194348765
C	158	1441	2421	0.5952085914911194	1452.7167087409275	2421	0.6000482068322708	-0.004839615341151404
C	159	1446	2421	0.59727385377943	1454.9197097079214	2421	0.6009581617959197	-0.003684308016489668
C	160	1451	2421	0.5993391160677406	1460.9305111277595	2421	0.6034409380949027	-0.004101822027162139
C	161	1456	2421	0.6014043783560512	1465.8143106246553	2421	0.6054582034798246	-0.004053825123773391
C	162	1459	2421	0.6026435357290376	1470.1588447528857	2421	0.6072527239788871	-0.004609188249849461
C	163	1465	2421	0.6051218504750103	1472.6072243739616	2421	0.6082640331986624	-0.003142182723652076
C	164	1472	2421	0.6080132176786451	1477.8603022251634	2421	0.6104338299153917	-0.002420612236746611
C	165	1475	2421	0.6092523750516315	1481.2838412282956	2421	0.6118479311145376	-0.002595556062906068
C	166	1479	2421	0.61090458488228	1484.524372514156	2421	0.6131864405262933	-0.0022818556440132864
C	167	1482	2421	0.6121437422552665	1487.008435547038	2421	0.6142124888670129	-0.002068746611746386
C	168	1486	2421	0.6137959520859149	1490.103299215791	2421	0.6154908299115204	-0.001694877825605512
C	169	1492	2421	0.6162742668318877	1495.412066044566	2421	0.6176836290973011	-0.0014093622654134386
C	170	1498	2421	0.6187525815778604	1501.243841309207	2421	0.6200924582028943	-0.0013398766250338756
C	171	1502	2421	0.6204047914085089	1506.8548207977794	2421	0.6224100870705409	-0.002005295662032003
C	172	1503	2421	0.620817843866171	1509.8338560633492	2421	0.6236405849084466	-0.002822741042275645
C	173	1505	2421	0.6216439487814952	1512.413912148442	2421	0.6247062834153003	-0.0030623346338051194
C	174	1507	2421	0.6224700536968195	1514.962167524247	2421	0.6257588465610272	-0.0032887928642076902
C	175	1509	2421	0.6232961586121437	1516.9515188767596	2421	0.6265805530263361	-0.003284394414192371
C	176	1513	2421	0.6249483684427922	1521.7297092362373	2421	0.6285541962974958	-0.003605827854703536
C	177	1520	2421	0.6278397356464271	1527.9461632893142	2421	0.6311219179220628	-0.0032821822756357033
C	178	1523	2421	0.6290788930194134	1531.0018878317326	2421	0.6323840924542472	-0.003305199434833761
C	179	1524	2421	0.6294919454770755	1535.0380520683916	2421	0.6340512400117272	-0.004559294534651648
C	180	1529	2421	0.6315572077653862	1539.0770641158895	2421	0.6357195638644731	-0.0041623560990869946
C	181	1533	2421	0.6332094175960347	1541.40988946048	2421	0.6366831431063528	-0.003473725510318104
C	182	1540	2421	0.6361007847996696	1545.9806027263342	2421	0.6385710874540826	-0.002470302654413059
C	183	1542	2421	0.6369268897149938	1548.2646938483401	2421	0.6395145369055515	-0.002587647190557707
C	184	1547	2421	0.6389921520033044	1551.8359129600412	2421	0.6409896377364895	-0.0019974857331851448
C	185	1549	2421	0.6398182569186287	1554.0140613460146	2421	0.6418893272804687	-0.002071070361839955
C	186	1553	2421	0.6414704667492772	1556.3708625685285	2421	0.6428628098176491	-0.0013923430683718818
C	187	1556	2421	0.6427096241222635	1558.677329768298	2421	0.643815501763031	-0.0011058776407675275
C	188	1558	2421	0.6435357290375878	1560.8288240118084	2421	0.6447041817479588	-0.0011684527103710263
C	189	1562	2421	0.6451879388682362	1563.1802921102171	2421	0.6456754614251207	-0.00048752255688444546
C	190	1564	2421	0.6460140437835605	1565.4669204337433	2421	0.646619958873913	-0.0006059150903524602
C	191	1565	2421	0.6464270962412226	1567.7770325886142	2421	0.6475741563769576	-0.0011470601357349564
C	192	1569	2421	0.6480793060718711	1571.8681677664763	2421	0.6492640098168014	-0.0011847037449302933
C	193	1572	2421	0.6493184634448576	1574.939846532587	2421	0.650532774280292	-0.00121431083543444
C	194	1574	2421	0.6501445683601818	1578.042943715116	2421	0.6518145161979001	-0.001669947837718344
C	195	1577	2421	0.6513837257331682	1580.9639425450885	2421	0.6530210419434483	-0.001637316210280182
C	196	1578	2421	0.6517967781908303	1582.2795437891748	2421	0.6535644542706216	-0.001767676079791336
C	197	1581	2421	0.6530359355638166	1585.796727320381	2421	0.655017235572235	-0.0019813000084184518
C	198	1582	2421	0.6534489880214788	1586.9757195667917	2421	0.6555042212171796	-0.0020552331957007786
C	199	1584	2421	0.654275092936803	1589.9049945973175	2421	0.6567141654677066	-0.0024390725309035854
C	200	1588	2421	0.6559273027674515	1594.0163318357022	2421	0.6584123634182991	-0.002485060650847637
