category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
Domain edge 21-40 aa	839	0.1289380666974028	9304	0.11078960216244538	1.1886052616721525	0.2492696725423639	1.1487498493760038e-05	5.743749246880019e-05
Domain edge 11-20 aa	509	0.07822345166743506	6103	0.07267293013729623	1.0837497269240988	0.11603162992665067	0.09766115074951097	0.12207643843688872
Domain-distal >40 aa	4575	0.7030889810972798	60167	0.7164529227544981	0.9370485295174515	-0.09380432823966972	0.02168024504333268	0.047181199364696676
Domain edge 6-10 aa	262	0.040264330720762256	3709	0.0441658033556008	0.9094999673521507	-0.13685450879827654	0.14837446562062936	0.14837446562062936
Domain edge <=5 aa	322	0.04948516981712003	4696	0.05591874159015944	0.8801635820020969	-0.18415641544292674	0.028308719618818007	0.047181199364696676
