category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
IDR_proximal	9278	0.7224731350256969	114791	0.5744087829385214	1.9286410201590818	0.947584638134682	1.9126861336475278e-249	1.9126861336475278e-249
ordered_distal	3564	0.27752686497430307	85051	0.42559121706147857	0.5184998086982077	-0.9475846381346821	1.9126861336475278e-249	1.9126861336475278e-249
