category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
IDR	6221	0.4844261018532939	65693	0.3287246925070806	1.9186925077120294	0.9401235217758935	1.0104950195145165e-272	1.0104950195145165e-272
non_IDR	6621	0.5155738981467061	134149	0.6712753074929194	0.5211882550125051	-0.9401235217758934	1.0104950195145165e-272	1.0104950195145165e-272
