category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
IDR	6221	0.4844261018532939	166422	0.2644511219412977	2.613388705898678	1.3859217218128634	0.0	0.0
non_IDR	6621	0.5155738981467061	462889	0.7355488780587023	0.38264495355891776	-1.3859217218128637	0.0	0.0
