category	target_count	target_fraction	background_count	background_fraction	odds_ratio	log2_odds_ratio	p_value	q_value
no_disorder_annotation	877	0.06392594212406152	40	0.00020011806966110005	337.15560314061383	8.397270763581918	0.0	0.0
disordered	6221	0.45345870690283546	65693	0.32865890875616616	1.694793710480599	0.7611096798639533	9.582503723784032e-189	1.2776671631712043e-188
disorder_boundary	3057	0.22282965230701945	49098	0.24563492460551725	0.8806349095528845	-0.18338405910611988	1.3432453872667368e-09	1.3432453872667368e-09
ordered	3564	0.25978569866608353	85051	0.4255060485686555	0.47388871754933115	-1.0773797815205464	0.0	0.0
