nearest_distance_aa	second_nearest_distance_aa	observed_count	observed_total_sites	null_count_across_permutations	null_total_sites_across_permutations	expected_count_per_permutation	odds_ratio	log2_odds_ratio	fisher_p_value	q_value
1	1	8.0	12826	1635.0	3206500	6.54	1.2233809202750527	0.2908736812379928	0.5517671935103039	1.0
2	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
3	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
4	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
5	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
6	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
7	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
8	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
9	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
10	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
11	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
12	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
13	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
14	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
15	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
16	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
17	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
18	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
19	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
20	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
21	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
22	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
23	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
24	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
25	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
26	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
27	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
28	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
29	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
30	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
31	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
32	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
33	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
34	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
35	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
36	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
37	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
38	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
39	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
40	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
41	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
42	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
43	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
44	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
45	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
46	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
47	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
48	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
49	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
50	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
51	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
52	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
53	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
54	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
55	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
56	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
57	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
58	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
59	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
60	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
61	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
62	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	1	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	2	50.0	12826	5595.0	3206500	22.38	2.238967529040991	1.1628336054432007	4.0381263132990306e-07	0.0001442187969035368
2	2	64.0	12826	3795.0	3206500	15.18	4.23220203093877	2.081408498452999	1.3166410811918229e-20	6.583205405959114e-17
3	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
4	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
5	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
6	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
7	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
8	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
9	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
10	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
11	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
12	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
13	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
14	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
15	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
16	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
17	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
18	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
19	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
20	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
21	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
22	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
23	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
24	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
25	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
26	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
27	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
28	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
29	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
30	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
31	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
32	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
33	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
34	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
35	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
36	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
37	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
38	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
39	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
40	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
41	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
42	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
43	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
44	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
45	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
46	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
47	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
48	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
49	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
50	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
51	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
52	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
53	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
54	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
55	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
56	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
57	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
58	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
59	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
60	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
61	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
62	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	2	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	3	50.0	12826	4811.0	3206500	19.244	2.604467174799142	1.3809882543076895	4.0352411947052196e-09	2.6901607964701467e-06
2	3	77.0	12826	5908.0	3206500	23.632	3.2719332321947747	1.7101433086206448	3.541659294045057e-18	1.1805530980150189e-14
3	3	22.0	12826	1668.0	3206500	6.672	3.301309467889606	1.723038384504962	2.294162572426381e-06	0.0006554750206932517
4	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
5	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
6	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
7	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
8	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
9	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
10	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
11	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
12	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
13	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
14	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
15	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
16	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
17	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
18	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
19	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
20	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
21	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
22	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
23	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
24	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
25	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
26	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
27	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
28	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
29	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
30	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
31	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
32	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
33	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
34	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
35	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
36	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
37	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
38	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
39	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
40	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
41	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
42	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
43	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
44	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
45	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
46	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
47	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
48	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
49	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
50	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
51	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
52	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
53	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
54	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
55	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
56	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
57	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
58	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
59	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
60	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
61	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
62	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	3	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	4	40.0	12826	3949.0	3206500	15.796	2.5370802936882133	1.343169178634306	3.7262034599976055e-07	0.00013800753555546686
2	4	144.0	12826	10068.0	3206500	40.272	3.6049314119906417	1.849971810777528	1.1998585221160973e-36	1.1998585221160973e-32
3	4	52.0	12826	4796.0	3206500	19.184	2.7175555852412367	1.4423095446294893	5.014248548907525e-10	4.5584077717341136e-07
4	4	22.0	12826	1738.0	3206500	6.952	3.1682761320631605	1.6636980794192362	4.332410946453915e-06	0.001170921877419977
5	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
6	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
7	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
8	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
9	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
10	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
11	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
12	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
13	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
14	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
15	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
16	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
17	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
18	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
19	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
20	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
21	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
22	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
23	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
24	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
25	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
26	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
27	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
28	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
29	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
30	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
31	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
32	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
33	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
34	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
35	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
36	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
37	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
38	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
39	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
40	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
41	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
42	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
43	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
44	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
45	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
46	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
47	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
48	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
49	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
50	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
51	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
52	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
53	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
54	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
55	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
56	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
57	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
58	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
59	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
60	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
61	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
62	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	4	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	5	29.0	12826	2756.0	3206500	11.024	2.6343193416726276	1.3974302448813285	5.1339114662375825e-06	0.0013461295976380174
2	5	70.0	12826	5503.0	3206500	22.012	3.1920470472874714	1.674481915466311	3.6521327544183964e-16	7.304265508836793e-13
3	5	55.0	12826	4845.0	3206500	19.38	2.845892788413248	1.508881313115991	3.194208182982957e-11	3.549120203314397e-08
4	5	35.0	12826	3899.0	3206500	15.596	2.2475695784190717	1.1683657782030747	1.929223621465841e-05	0.0044865665615484674
5	5	28.0	12826	1649.0	3206500	6.596	4.252096508029653	2.0881743414776097	5.727640382636227e-10	4.773033652196856e-07
6	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
7	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
8	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
9	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
10	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
11	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
12	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
13	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
14	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
15	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
16	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
17	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
18	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
19	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
20	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
21	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
22	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
23	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
24	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
25	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
26	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
27	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
28	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
29	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
30	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
31	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
32	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
33	5	0.0	12826	0.0	3206500	0.0			1.0	1.0
