nearest_distance_aa	second_nearest_distance_aa	observed_count	observed_total_sites	null_count_across_permutations	null_total_sites_across_permutations	expected_count_per_permutation	odds_ratio	log2_odds_ratio	fisher_p_value	q_value
88	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	59	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	60	1.0	12826	208.0	3206500	0.832	1.2019388214125055	0.26536346485857076	0.5658475126296655	1.0
2	60	1.0	12826	209.0	3206500	0.836	1.1961875448856059	0.2584436009612388	0.5675773162399309	1.0
3	60	2.0	12826	163.0	3206500	0.652	3.0678071024803955	1.6172077719399407	0.14089349946220675	1.0
4	60	0.0	12826	210.0	3206500	0.84	0.0		1.0	1.0
5	60	1.0	12826	157.0	3206500	0.628	1.5924028755540656	0.6712053817565726	0.4678100324504141	1.0
6	60	1.0	12826	250.0	3206500	1.0	1.0	0.0	1.0	1.0
7	60	0.0	12826	193.0	3206500	0.772	0.0		1.0	1.0
8	60	1.0	12826	216.0	3206500	0.864	1.1574196808894666	0.2109120811719327	0.5794945067166593	1.0
9	60	2.0	12826	205.0	3206500	0.82	2.4392488170047018	1.2864369285932304	0.1999838155033815	1.0
10	60	2.0	12826	206.0	3206500	0.824	2.4274070462542925	1.2794160509583374	0.20142755397503492	1.0
11	60	1.0	12826	155.0	3206500	0.62	1.6129510155316606	0.6897026252743103	0.4635437889911074	1.0
12	60	0.0	12826	178.0	3206500	0.712	0.0		1.0	1.0
13	60	1.0	12826	159.0	3206500	0.636	1.5723716699155295	0.6529422754629348	0.472042350813031	1.0
14	60	1.0	12826	185.0	3206500	0.74	1.3513787471682208	0.43443207146807444	0.5240951470812372	1.0
15	60	0.0	12826	158.0	3206500	0.632	0.0		1.0	1.0
16	60	0.0	12826	167.0	3206500	0.668	0.0		1.0	1.0
17	60	0.0	12826	148.0	3206500	0.592	0.0		1.0	1.0
18	60	0.0	12826	194.0	3206500	0.776	0.0		1.0	1.0
19	60	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
20	60	1.0	12826	147.0	3206500	0.588	1.7007349060481893	0.7661582853079627	0.4461340915838696	1.0
21	60	0.0	12826	168.0	3206500	0.672	0.0		1.0	1.0
22	60	1.0	12826	137.0	3206500	0.548	1.8248818315049586	0.8678030466658946	0.4235753674721134	1.0
23	60	2.0	12826	152.0	3206500	0.608	3.2898307449847324	1.7180133621816627	0.12612135611089764	1.0
24	60	1.0	12826	159.0	3206500	0.636	1.5723716699155295	0.6529422754629348	0.472042350813031	1.0
25	60	1.0	12826	162.0	3206500	0.648	1.543252232089139	0.6259738780102488	0.47832780765296323	1.0
26	60	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
27	60	1.0	12826	123.0	3206500	0.492	2.032600833610675	1.023326923538538	0.39044135290992626	1.0
28	60	0.0	12826	166.0	3206500	0.664	0.0		1.0	1.0
29	60	0.0	12826	153.0	3206500	0.612	0.0		1.0	1.0
30	60	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
31	60	0.0	12826	168.0	3206500	0.672	0.0		1.0	1.0
32	60	0.0	12826	141.0	3206500	0.564	0.0		1.0	1.0
33	60	2.0	12826	134.0	3206500	0.536	3.7317692572694856	1.8998597842377716	0.1028525176192847	1.0
34	60	0.0	12826	155.0	3206500	0.62	0.0		1.0	1.0
35	60	0.0	12826	143.0	3206500	0.572	0.0		1.0	1.0
36	60	0.0	12826	124.0	3206500	0.496	0.0		1.0	1.0
37	60	2.0	12826	139.0	3206500	0.556	3.5975273430662833	1.8470056522348484	0.10919067474415893	1.0
38	60	1.0	12826	173.0	3206500	0.692	1.4451214098187022	0.5311907037884824	0.5007410609985474	1.0
39	60	1.0	12826	173.0	3206500	0.692	1.4451214098187022	0.5311907037884824	0.5007410609985474	1.0
40	60	0.0	12826	156.0	3206500	0.624	0.0		1.0	1.0
41	60	1.0	12826	145.0	3206500	0.58	1.7241943940310547	0.7859224400269341	0.44169409922362796	1.0
42	60	0.0	12826	193.0	3206500	0.772	0.0		1.0	1.0
43	60	0.0	12826	140.0	3206500	0.56	0.0		1.0	1.0
44	60	0.0	12826	177.0	3206500	0.708	0.0		1.0	1.0
45	60	0.0	12826	159.0	3206500	0.636	0.0		1.0	1.0
46	60	1.0	12826	152.0	3206500	0.608	1.64478711398379	0.7179008669544321	0.45708021861006715	1.0
47	60	1.0	12826	125.0	3206500	0.5	2.0000779727095517	1.000056244324324	0.39528890550067347	1.0
48	60	0.0	12826	138.0	3206500	0.552	0.0		1.0	1.0
49	60	0.0	12826	190.0	3206500	0.76	0.0		1.0	1.0
50	60	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
51	60	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
52	60	2.0	12826	152.0	3206500	0.608	3.2898307449847324	1.7180133621816627	0.12612135611089764	1.0
53	60	1.0	12826	165.0	3206500	0.66	1.515191682910981	0.5995003167953781	0.4845384401394341	1.0
54	60	0.0	12826	178.0	3206500	0.712	0.0		1.0	1.0
55	60	0.0	12826	149.0	3206500	0.596	0.0		1.0	1.0
56	60	0.0	12826	148.0	3206500	0.592	0.0		1.0	1.0
57	60	1.0	12826	174.0	3206500	0.696	1.4368156662409537	0.5228749856238489	0.5027302481206721	1.0
58	60	2.0	12826	201.0	3206500	0.804	2.487794185653144	1.3148671367468268	0.1942214726178445	1.0
59	60	1.0	12826	144.0	3206500	0.576	1.7361685076889755	0.7959069785481164	0.4394607744084946	1.0
60	60	0.0	12826	30.0	3206500	0.12	0.0		1.0	1.0
61	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
62	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	60	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	61	1.0	12826	186.0	3206500	0.744	1.344112850824792	0.42665427092204133	0.5259912919375597	1.0
2	61	5.0	12826	248.0	3206500	0.992	5.041898246576308	2.333967002638923	0.003688460345867099	0.41914322112126123
3	61	0.0	12826	200.0	3206500	0.8	0.0		1.0	1.0
4	61	3.0	12826	156.0	3206500	0.624	4.808583134871835	2.265611861684397	0.026256122695154923	1.0
5	61	1.0	12826	134.0	3206500	0.536	1.8657391405545372	0.8997472890105407	0.4166302707651119	1.0
6	61	1.0	12826	161.0	3206500	0.644	1.5528381339822988	0.6349074527312025	0.4762410134980158	1.0
7	61	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
8	61	0.0	12826	155.0	3206500	0.62	0.0		1.0	1.0
9	61	9.0	12826	163.0	3206500	0.652	13.812671629081583	3.78792048568186	4.129897343446355e-08	2.0649486717231773e-05
10	61	1.0	12826	129.0	3206500	0.516	1.9380576333167112	0.9546114737787389	0.404868675050961	1.0
11	61	0.0	12826	143.0	3206500	0.572	0.0		1.0	1.0
12	61	0.0	12826	184.0	3206500	0.736	0.0		1.0	1.0
13	61	0.0	12826	130.0	3206500	0.52	0.0		1.0	1.0
14	61	0.0	12826	118.0	3206500	0.472	0.0		1.0	1.0
15	61	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
16	61	1.0	12826	132.0	3206500	0.528	1.8940090968161143	0.9214432600037527	0.4119537843162605	1.0
17	61	0.0	12826	146.0	3206500	0.584	0.0		1.0	1.0
18	61	0.0	12826	148.0	3206500	0.592	0.0		1.0	1.0
19	61	0.0	12826	175.0	3206500	0.7	0.0		1.0	1.0
20	61	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
21	61	1.0	12826	156.0	3206500	0.624	1.6026110861198581	0.6804243617361957	0.4656811684058147	1.0
22	61	0.0	12826	166.0	3206500	0.664	0.0		1.0	1.0
23	61	1.0	12826	175.0	3206500	0.7	1.4286048454469507	0.5146069196874781	0.5047115102035382	1.0
24	61	0.0	12826	163.0	3206500	0.652	0.0		1.0	1.0
25	61	0.0	12826	131.0	3206500	0.524	0.0		1.0	1.0
26	61	0.0	12826	148.0	3206500	0.592	0.0		1.0	1.0
27	61	0.0	12826	160.0	3206500	0.64	0.0		1.0	1.0
28	61	0.0	12826	145.0	3206500	0.58	0.0		1.0	1.0
29	61	0.0	12826	119.0	3206500	0.476	0.0		1.0	1.0
30	61	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
31	61	0.0	12826	157.0	3206500	0.628	0.0		1.0	1.0
32	61	0.0	12826	151.0	3206500	0.604	0.0		1.0	1.0
33	61	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
34	61	0.0	12826	122.0	3206500	0.488	0.0		1.0	1.0
35	61	0.0	12826	105.0	3206500	0.42	0.0		1.0	1.0
36	61	0.0	12826	162.0	3206500	0.648	0.0		1.0	1.0
37	61	2.0	12826	155.0	3206500	0.62	3.2261535829996175	1.6898151205015408	0.13011261640889488	1.0
38	61	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
39	61	0.0	12826	191.0	3206500	0.764	0.0		1.0	1.0
40	61	1.0	12826	139.0	3206500	0.556	1.798623417055829	0.8468931570076177	0.4281594400374297	1.0
41	61	1.0	12826	130.0	3206500	0.52	1.92314889788574	0.9434704662270833	0.40723981195341796	1.0
42	61	0.0	12826	150.0	3206500	0.6	0.0		1.0	1.0
43	61	0.0	12826	146.0	3206500	0.584	0.0		1.0	1.0
44	61	0.0	12826	150.0	3206500	0.6	0.0		1.0	1.0
45	61	1.0	12826	134.0	3206500	0.536	1.8657391405545372	0.8997472890105407	0.4166302707651119	1.0
46	61	0.0	12826	146.0	3206500	0.584	0.0		1.0	1.0
47	61	1.0	12826	120.0	3206500	0.48	2.083417803768681	1.0589521831052575	0.38309707078439414	1.0
48	61	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
49	61	2.0	12826	178.0	3206500	0.712	2.8092708895539964	1.4901957459214874	0.16158006281864773	1.0
50	61	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
51	61	1.0	12826	132.0	3206500	0.528	1.8940090968161143	0.9214432600037527	0.4119537843162605	1.0
52	61	1.0	12826	170.0	3206500	0.68	1.4706249283339066	0.5564293451445528	0.4947256334335007	1.0
53	61	0.0	12826	154.0	3206500	0.616	0.0		1.0	1.0
54	61	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
55	61	1.0	12826	173.0	3206500	0.692	1.4451214098187022	0.5311907037884824	0.5007410609985474	1.0
56	61	1.0	12826	145.0	3206500	0.58	1.7241943940310547	0.7859224400269341	0.44169409922362796	1.0
57	61	1.0	12826	149.0	3206500	0.596	1.6779052029776156	0.7466612097840627	0.4505387772963598	1.0
58	61	0.0	12826	213.0	3206500	0.852	0.0		1.0	1.0
59	61	1.0	12826	164.0	3206500	0.656	1.5244311320306185	0.6082709763744771	0.4824764880053233	1.0
60	61	1.0	12826	149.0	3206500	0.596	1.6779052029776156	0.7466612097840627	0.4505387772963598	1.0
61	61	0.0	12826	37.0	3206500	0.148	0.0		1.0	1.0
62	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
63	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	61	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	62	2.0	12826	245.0	3206500	0.98	2.040978649725642	1.029261090701821	0.25836625685948195	1.0
2	62	1.0	12826	177.0	3206500	0.708	1.4124615367672162	0.4982115815308481	0.5086503857773916	1.0
3	62	0.0	12826	151.0	3206500	0.604	0.0		1.0	1.0
4	62	0.0	12826	160.0	3206500	0.64	0.0		1.0	1.0
5	62	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
6	62	0.0	12826	165.0	3206500	0.66	0.0		1.0	1.0
7	62	1.0	12826	137.0	3206500	0.548	1.8248818315049586	0.8678030466658946	0.4235753674721134	1.0
8	62	0.0	12826	156.0	3206500	0.624	0.0		1.0	1.0
9	62	1.0	12826	132.0	3206500	0.528	1.8940090968161143	0.9214432600037527	0.4119537843162605	1.0
10	62	0.0	12826	164.0	3206500	0.656	0.0		1.0	1.0
11	62	0.0	12826	145.0	3206500	0.58	0.0		1.0	1.0
12	62	0.0	12826	144.0	3206500	0.576	0.0		1.0	1.0
13	62	0.0	12826	124.0	3206500	0.496	0.0		1.0	1.0
14	62	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
15	62	0.0	12826	146.0	3206500	0.584	0.0		1.0	1.0
16	62	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
17	62	0.0	12826	118.0	3206500	0.472	0.0		1.0	1.0
18	62	0.0	12826	165.0	3206500	0.66	0.0		1.0	1.0
19	62	1.0	12826	144.0	3206500	0.576	1.7361685076889755	0.7959069785481164	0.4394607744084946	1.0
20	62	0.0	12826	147.0	3206500	0.588	0.0		1.0	1.0
21	62	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
22	62	0.0	12826	150.0	3206500	0.6	0.0		1.0	1.0
23	62	0.0	12826	140.0	3206500	0.56	0.0		1.0	1.0
24	62	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
25	62	0.0	12826	155.0	3206500	0.62	0.0		1.0	1.0
26	62	0.0	12826	107.0	3206500	0.428	0.0		1.0	1.0
27	62	0.0	12826	123.0	3206500	0.492	0.0		1.0	1.0
28	62	0.0	12826	114.0	3206500	0.456	0.0		1.0	1.0
29	62	0.0	12826	113.0	3206500	0.452	0.0		1.0	1.0
30	62	0.0	12826	93.0	3206500	0.372	0.0		1.0	1.0
31	62	0.0	12826	116.0	3206500	0.464	0.0		1.0	1.0
32	62	0.0	12826	112.0	3206500	0.448	0.0		1.0	1.0
33	62	0.0	12826	139.0	3206500	0.556	0.0		1.0	1.0
34	62	0.0	12826	123.0	3206500	0.492	0.0		1.0	1.0
35	62	0.0	12826	98.0	3206500	0.392	0.0		1.0	1.0
36	62	0.0	12826	122.0	3206500	0.488	0.0		1.0	1.0
37	62	0.0	12826	160.0	3206500	0.64	0.0		1.0	1.0
38	62	0.0	12826	125.0	3206500	0.5	0.0		1.0	1.0
39	62	0.0	12826	118.0	3206500	0.472	0.0		1.0	1.0
40	62	0.0	12826	129.0	3206500	0.516	0.0		1.0	1.0
41	62	0.0	12826	123.0	3206500	0.492	0.0		1.0	1.0
42	62	0.0	12826	134.0	3206500	0.536	0.0		1.0	1.0
43	62	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
44	62	0.0	12826	157.0	3206500	0.628	0.0		1.0	1.0
45	62	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
46	62	0.0	12826	124.0	3206500	0.496	0.0		1.0	1.0
47	62	1.0	12826	122.0	3206500	0.488	2.0492621353018246	1.0351045412603646	0.38800302465416536	1.0
48	62	0.0	12826	137.0	3206500	0.548	0.0		1.0	1.0
49	62	0.0	12826	150.0	3206500	0.6	0.0		1.0	1.0
50	62	0.0	12826	142.0	3206500	0.568	0.0		1.0	1.0
51	62	0.0	12826	141.0	3206500	0.564	0.0		1.0	1.0
52	62	0.0	12826	124.0	3206500	0.496	0.0		1.0	1.0
53	62	2.0	12826	140.0	3206500	0.56	3.571829605204527	1.8366632580655307	0.11047049994680144	1.0
54	62	0.0	12826	244.0	3206500	0.976	0.0		1.0	1.0
55	62	0.0	12826	196.0	3206500	0.784	0.0		1.0	1.0
56	62	0.0	12826	119.0	3206500	0.476	0.0		1.0	1.0
57	62	0.0	12826	108.0	3206500	0.432	0.0		1.0	1.0
58	62	0.0	12826	139.0	3206500	0.556	0.0		1.0	1.0
59	62	0.0	12826	97.0	3206500	0.388	0.0		1.0	1.0
60	62	0.0	12826	154.0	3206500	0.616	0.0		1.0	1.0
61	62	0.0	12826	161.0	3206500	0.644	0.0		1.0	1.0
62	62	1.0	12826	24.0	3206500	0.096	10.41740090968161	3.3809234720777313	0.09498241494503976	1.0
63	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
64	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
65	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
66	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
67	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
68	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
69	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
70	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
71	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
72	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
73	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
74	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
75	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
76	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
77	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
78	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
79	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
80	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
81	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
82	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
83	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
84	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
85	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
86	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
87	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
88	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
89	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
90	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
91	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
92	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
93	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
94	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
95	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
96	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
97	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
98	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
99	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
100	62	0.0	12826	0.0	3206500	0.0			1.0	1.0
1	63	2.0	12826	230.0	3206500	0.92	2.17409612411511	1.1204157281841862	0.23636423936488327	1.0
2	63	4.0	12826	204.0	3206500	0.816	4.903178054875046	2.293717152857742	0.010041678953990893	0.94363576841739
3	63	1.0	12826	150.0	3206500	0.6	1.6667186484730345	0.7370105898010815	0.4527279677546544	1.0
4	63	0.0	12826	141.0	3206500	0.564	0.0		1.0	1.0
5	63	0.0	12826	168.0	3206500	0.672	0.0		1.0	1.0
6	63	1.0	12826	160.0	3206500	0.64	1.5625438596491228	0.6438966859092626	0.47414587223375637	1.0
7	63	0.0	12826	126.0	3206500	0.504	0.0		1.0	1.0
8	63	0.0	12826	165.0	3206500	0.66	0.0		1.0	1.0
9	63	1.0	12826	138.0	3206500	0.552	1.811657485097607	0.8573102229006743	0.42587197859037124	1.0
10	63	0.0	12826	139.0	3206500	0.556	0.0		1.0	1.0
11	63	1.0	12826	116.0	3206500	0.464	2.1552624857162064	1.1078635833655701	0.3731668737609993	1.0
12	63	0.0	12826	155.0	3206500	0.62	0.0		1.0	1.0
13	63	0.0	12826	143.0	3206500	0.572	0.0		1.0	1.0
14	63	0.0	12826	133.0	3206500	0.532	0.0		1.0	1.0
15	63	0.0	12826	122.0	3206500	0.488	0.0		1.0	1.0
16	63	0.0	12826	152.0	3206500	0.608	0.0		1.0	1.0
17	63	0.0	12826	129.0	3206500	0.516	0.0		1.0	1.0
18	63	1.0	12826	136.0	3206500	0.544	1.8383006535947712	0.8783727383235196	0.42126957053799846	1.0
19	63	0.0	12826	106.0	3206500	0.424	0.0		1.0	1.0
20	63	1.0	12826	140.0	3206500	0.56	1.7857755499860763	0.8365507628383001	0.43043778809607613	1.0
21	63	0.0	12826	157.0	3206500	0.628	0.0		1.0	1.0
22	63	0.0	12826	97.0	3206500	0.388	0.0		1.0	1.0
23	63	0.0	12826	129.0	3206500	0.516	0.0		1.0	1.0
24	63	0.0	12826	134.0	3206500	0.536	0.0		1.0	1.0
25	63	0.0	12826	134.0	3206500	0.536	0.0		1.0	1.0
26	63	0.0	12826	122.0	3206500	0.488	0.0		1.0	1.0
27	63	0.0	12826	122.0	3206500	0.488	0.0		1.0	1.0
28	63	0.0	12826	119.0	3206500	0.476	0.0		1.0	1.0
29	63	0.0	12826	164.0	3206500	0.656	0.0		1.0	1.0
30	63	0.0	12826	99.0	3206500	0.396	0.0		1.0	1.0
31	63	0.0	12826	115.0	3206500	0.46	0.0		1.0	1.0
32	63	0.0	12826	131.0	3206500	0.524	0.0		1.0	1.0
33	63	0.0	12826	127.0	3206500	0.508	0.0		1.0	1.0
34	63	0.0	12826	143.0	3206500	0.572	0.0		1.0	1.0
35	63	0.0	12826	115.0	3206500	0.46	0.0		1.0	1.0
36	63	1.0	12826	147.0	3206500	0.588	1.7007349060481893	0.7661582853079627	0.4461340915838696	1.0
37	63	0.0	12826	131.0	3206500	0.524	0.0		1.0	1.0
38	63	1.0	12826	121.0	3206500	0.484	2.066198830409357	1.0469790914939892	0.3855549436215817	1.0
39	63	0.0	12826	118.0	3206500	0.472	0.0		1.0	1.0
40	63	0.0	12826	106.0	3206500	0.424	0.0		1.0	1.0
41	63	0.0	12826	106.0	3206500	0.424	0.0		1.0	1.0
42	63	0.0	12826	128.0	3206500	0.512	0.0		1.0	1.0
43	63	0.0	12826	132.0	3206500	0.528	0.0		1.0	1.0
44	63	0.0	12826	137.0	3206500	0.548	0.0		1.0	1.0
45	63	1.0	12826	125.0	3206500	0.5	2.0000779727095517	1.000056244324324	0.39528890550067347	1.0
46	63	0.0	12826	120.0	3206500	0.48	0.0		1.0	1.0
47	63	0.0	12826	115.0	3206500	0.46	0.0		1.0	1.0
48	63	0.0	12826	124.0	3206500	0.496	0.0		1.0	1.0
49	63	1.0	12826	142.0	3206500	0.568	1.7606226834692364	0.8160857603824463	0.434967290678453	1.0
50	63	0.0	12826	130.0	3206500	0.52	0.0		1.0	1.0
51	63	0.0	12826	143.0	3206500	0.572	0.0		1.0	1.0
52	63	0.0	12826	216.0	3206500	0.864	0.0		1.0	1.0
53	63	0.0	12826	148.0	3206500	0.592	0.0		1.0	1.0
54	63	0.0	12826	129.0	3206500	0.516	0.0		1.0	1.0
55	63	3.0	12826	116.0	3206500	0.464	6.466795924349297	2.6930510833137715	0.012285538574352859	1.0
56	63	0.0	12826	110.0	3206500	0.44	0.0		1.0	1.0
57	63	2.0	12826	128.0	3206500	0.512	3.9067032517155336	1.9659516743755387	0.09538793548576552	1.0
58	63	1.0	12826	153.0	3206500	0.612	1.63403636178318	0.7084400877556829	0.4592433485215829	1.0
59	63	0.0	12826	136.0	3206500	0.544	0.0		1.0	1.0
