distance_aa	sites_total	prob_neighbor_within_x	mean_other_methyl_args_within_x	sites_with_neighbor_within_x	ordered_neighbor_pairs_within_x	permutation
53	12826	0.4861219398097614	1.3870263527210354	6235	17790	4
54	12826	0.48861687197879305	1.4040230781225636	6267	18008	4
55	12826	0.49079993762669577	1.422423202869172	6295	18244	4
56	12826	0.49360673631685636	1.4423826602214251	6331	18500	4
57	12826	0.49633556837673476	1.4604709184469047	6366	18732	4
58	12826	0.5004677997816934	1.480742242320287	6419	18992	4
59	12826	0.5039762981443942	1.5002338998908467	6464	19242	4
60	12826	0.5074068298768127	1.5220645563698736	6508	19522	4
61	12826	0.5100576953064089	1.5406206143770467	6542	19760	4
62	12826	0.5138000935599564	1.559644472165913	6590	20004	4
63	12826	0.5167628255106814	1.5791361297364728	6628	20254	4
64	12826	0.5200374239825355	1.5989396538281615	6670	20508	4
65	12826	0.5225323561515671	1.620926243567753	6702	20790	4
66	12826	0.5261188211445501	1.6371433026664588	6748	20998	4
67	12826	0.5279900202713239	1.653516295025729	6772	21208	4
68	12826	0.529627319507251	1.6706689536878216	6793	21428	4
69	12826	0.5321222516762826	1.6878216123499143	6825	21648	4
70	12826	0.534851083736161	1.7057539373148292	6860	21878	4
71	12826	0.5376578824263215	1.7200997972867613	6896	22062	4
72	12826	0.5399189147045065	1.7374083892094183	6925	22284	4
73	12826	0.5423358802432559	1.7537813815686887	6956	22494	4
74	12826	0.5443630126305941	1.769218774364572	6982	22692	4
75	12826	0.5463121783876501	1.7854358334632776	7007	22900	4
76	12826	0.548573210665835	1.800561359738032	7036	23094	4
77	12826	0.5504444097926088	1.8169343520973023	7060	23304	4
78	12826	0.5523935755496647	1.8336192109777016	7085	23518	4
79	12826	0.5543427413067207	1.8501481365975363	7110	23730	4
80	12826	0.5565258069546234	1.8662092624356776	7138	23936	4
81	12826	0.5587868392328084	1.8822703882738188	7167	24142	4
82	12826	0.5619055044440979	1.9005145797598628	7207	24376	4
83	12826	0.5638546702011539	1.9157960392951816	7232	24572	4
84	12826	0.5660377358490566	1.9304537657882426	7260	24760	4
85	12826	0.568142834866677	1.9479182909714643	7287	24984	4
86	12826	0.5707157336659909	1.9655387494152503	7320	25210	4
87	12826	0.572664899423047	1.9825354748167785	7345	25428	4
88	12826	0.573990332137845	1.997037268049275	7362	25614	4
89	12826	0.5769530640885701	2.0162170590987056	7400	25860	4
90	12826	0.5786683299547793	2.0327459847185403	7422	26072	4
91	12826	0.5807734289723998	2.0484952440355526	7449	26274	4
92	12826	0.582800561359738	2.062841104007485	7475	26458	4
93	12826	0.5845937938562296	2.0782784968033683	7498	26656	4
94	12826	0.5866209262435678	2.094807422423203	7524	26868	4
95	12826	0.5879463589583658	2.109621082176828	7541	27058	4
96	12826	0.5900514579759862	2.1255262747544053	7568	27262	4
97	12826	0.5917667238421955	2.141899267113675	7590	27472	4
98	12826	0.5929362232964291	2.1543739279588334	7605	27632	4
99	12826	0.5952752222048963	2.171214720099797	7635	27848	4
100	12826	0.5967565881802589	2.1855605800717295	7654	28032	4
1	12826	0.025651021362856696	0.026040854514267894	329	334	5
2	12826	0.06159363792296897	0.06689536878216124	790	858	5
3	12826	0.08568532668018088	0.09761422111336349	1099	1252	5
4	12826	0.10665835022610323	0.13051613909246843	1368	1674	5
5	12826	0.12599407453609854	0.16076719164197723	1616	2062	5
6	12826	0.1461874317791985	0.19694370809293624	1875	2526	5
7	12826	0.1710587868392328	0.24013722126929674	2194	3080	5
8	12826	0.18680804615624513	0.2742866053329175	2396	3518	5
9	12826	0.20123187275845938	0.30500545766411974	2581	3912	5
10	12826	0.21596756588180258	0.33977857476999845	2770	4358	5
11	12826	0.229143926399501	0.36924996101668484	2939	4736	5
12	12826	0.23959145485732106	0.400592546390145	3073	5138	5
13	12826	0.2519101824419149	0.43614532979884607	3231	5594	5
14	12826	0.26461874317791984	0.46935911429908	3394	6020	5
15	12826	0.27561203804771556	0.4982067675035085	3535	6390	5
16	12826	0.2865273662872291	0.5295493528769687	3675	6792	5
17	12826	0.2949477623577109	0.5534071417433338	3783	7098	5
18	12826	0.3032901917979105	0.5803835958209886	3890	7444	5
19	12826	0.31256822080149693	0.6073600498986433	4009	7790	5
20	12826	0.3221581163262124	0.6393263683143614	4132	8200	5
21	12826	0.3303446125058475	0.6653672228286294	4237	8534	5
22	12826	0.3382192421643537	0.6931233432091065	4338	8890	5
23	12826	0.34515827225947293	0.7185404646811164	4427	9216	5
24	12826	0.35233120224543896	0.7467643848432871	4519	9578	5
25	12826	0.3581786995166069	0.7714018400124747	4594	9894	5
26	12826	0.36387026352721036	0.7961952284422267	4667	10212	5
27	12826	0.36862622797442696	0.8188055512240761	4728	10502	5
28	12826	0.37416185872446595	0.8434430063932636	4799	10818	5
29	12826	0.38172462186184314	0.8701075939497895	4896	11160	5
30	12826	0.3874161858724466	0.8941213160767192	4969	11468	5
31	12826	0.39232808358022764	0.9193825042881647	5032	11792	5
32	12826	0.39708404802744424	0.9419928270700141	5093	12082	5
33	12826	0.40121627943240296	0.9646031498518634	5146	12372	5
34	12826	0.4049586776859504	0.985654140028068	5194	12642	5
35	12826	0.40877904256978015	1.0073288632465305	5243	12920	5
36	12826	0.41259940745360985	1.0304069858100733	5292	13216	5
37	12826	0.417199438640262	1.0497427101200687	5351	13464	5
38	12826	0.4217215031966318	1.0757835646343366	5409	13798	5
39	12826	0.42671136753469513	1.1026040854514267	5473	14142	5
40	12826	0.43209106502416966	1.1305161390924685	5542	14500	5
41	12826	0.43567753001715265	1.1507874629658505	5588	14760	5
42	12826	0.4407453609854982	1.1735537190082646	5653	15052	5
43	12826	0.4458131919538438	1.1969437080929362	5718	15352	5
44	12826	0.44971152346795573	1.2187743645719633	5768	15632	5
45	12826	0.4536098549820677	1.2402931545298612	5818	15908	5
46	12826	0.4565725869327928	1.2638390768750976	5856	16210	5
47	12826	0.46070481833775145	1.2864493996569468	5909	16500	5
48	12826	0.46390145017932327	1.3064088570092	5950	16756	5
49	12826	0.4667862154997661	1.3266801808825823	5987	17016	5
50	12826	0.47045064712303136	1.346483704974271	6034	17270	5
51	12826	0.4739591454857321	1.3690940277561203	6079	17560	5
