ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	gene_ratio_num	bg_ratio_num	fold_enrichment	log2_fold_enrichment	target
C0270764	Motor Neuron Disease, Lower	1/83	21/16946	0.0476190476190476	9.72231784279977	2.805883465412	0.0980262770840025	0.672005158001626	0.662092133452704	STMN1	1	0.0120481927710843	0.00123923049687242	9.72231784279977	3.28130029960021	Poorly characterized / specialized
C0393554	Amyotrophic Lateral Sclerosis With Dementia	1/83	30/16946	0.0333333333333333	6.80562248995984	2.23281630216102	0.137072712489856	0.672005158001626	0.662092133452704	SCFD1	1	0.0120481927710843	0.00177032928124631	6.80562248995984	2.76672712677045	Poorly characterized / specialized
C0543859	Amyotrophic Lateral Sclerosis, Guam Form	1/83	36/16946	0.0277777777777778	5.67135207496653	1.96840500304972	0.162171007231281	0.672005158001626	0.662092133452704	SCFD1	1	0.0120481927710843	0.00212439513749557	5.67135207496653	2.50369272093666	Poorly characterized / specialized
C0085084	Motor Neuron Disease	2/83	183/16946	0.0109289617486339	2.23135163605241	1.17496296251306	0.225855850444513	0.694386604026215	0.684143421559247	STMN1/SPAST	2	0.0240963855421687	0.0107990086156025	2.23135163605241	1.15791788409493	Poorly characterized / specialized
C0546126	Acute Confusional Senile Dementia	1/83	89/16946	0.0112359550561798	2.29403005279545	0.858700340816742	0.354755853921753	0.746990468367116	0.735971304656	IGF2	1	0.0120481927710843	0.00525197686769739	2.29403005279545	1.19788429141257	Poorly characterized / specialized
C0750900	Alzheimer's Disease, Focal Onset	1/83	89/16946	0.0112359550561798	2.29403005279545	0.858700340816742	0.354755853921753	0.746990468367116	0.735971304656	IGF2	1	0.0120481927710843	0.00525197686769739	2.29403005279545	1.19788429141257	Poorly characterized / specialized
C4551993	Amyotrophic Lateral Sclerosis, Familial	1/83	127/16946	0.0078740157480315	1.60762735983303	0.482204777304472	0.465219341755403	0.790872880984186	0.77920638975131	STMN1	1	0.0120481927710843	0.00749439395727605	1.60762735983303	0.684933035606803	Poorly characterized / specialized
C4024896	Motor neuron atrophy	1/83	131/16946	0.00763358778625954	1.55853950151752	0.450229054597437	0.475698730268774	0.793517651068835	0.781812145744381	STMN1	1	0.0120481927710843	0.00773043786144223	1.55853950151752	0.640194720841519	Poorly characterized / specialized
C0750901	Alzheimer Disease, Early Onset	1/83	161/16946	0.0062111801242236	1.26812841427823	0.239821170186244	0.548087203123125	0.808715467275796	0.796785772712084	IGF2	1	0.0120481927710843	0.00950076714268854	1.26812841427823	0.342700844264352	Poorly characterized / specialized
C1862941	Amyotrophic Lateral Sclerosis, Sporadic	1/83	164/16946	0.00609756097560976	1.24493094328534	0.221124128099875	0.554758481754816	0.808715467275796	0.796785772712084	STMN1	1	0.0120481927710843	0.00967780007081317	1.24493094328534	0.316065717760885	Poorly characterized / specialized
C1843013	Alzheimer disease, familial, type 3	1/83	197/16946	0.0050761421319797	1.03638921166901	0.0360415725574129	0.622018681972671	0.818035945802512	0.805968761025604	SPAST	1	0.0120481927710843	0.0116251622801841	1.03638921166901	0.0515659029225929	Poorly characterized / specialized
C0007789	Cerebral Palsy	1/83	227/16946	0.00440528634361234	0.899421474444032	-0.107029983188803	0.674396591185432	0.832019700544674	0.819746235648641	SPAST	1	0.0120481927710843	0.0133954915614304	0.899421474444032	-0.152930764911946	Poorly characterized / specialized
