entrez_id	gene_symbol	is_methylarginine_protein	contributing_term_count	contributing_term_ids	contributing_term_names
5054	SERPINE1	False	1	C0751072	Frontotemporal Lobar Degeneration
5176	SERPINF1	False	3	C0002736;C0338451;C4024896	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Motor neuron atrophy
5274	SERPINI1	False	1	C0338451	Frontotemporal dementia
23064	SETX	True	12	C0002736;C0085084;C0338451;C0749870;C1859807;C1862941;C1865409;C1865412;C3468114;C3661519;C4024896;C4025723	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Upper motor neuron signs;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis 4, Juvenile;Abnormal lower motor neuron morphology;Juvenile amyotrophic lateral sclerosis;Hereditary Motor Neuronopathy;Motor neuron atrophy;Abnormal upper motor neuron morphology
6421	SFPQ	True	3	C0002736;C0338451;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration
6445	SGCG	False	1	C0002736	Amyotrophic Lateral Sclerosis
6446	SGK1	False	1	C0002736	Amyotrophic Lateral Sclerosis
27352	SGSM3	False	1	C0338451	Frontotemporal dementia
10019	SH2B3	False	1	C0002736	Amyotrophic Lateral Sclerosis
4068	SH2D1A	True	1	C0002736	Amyotrophic Lateral Sclerosis
57630	SH3RF1	False	1	C0338451	Frontotemporal dementia
6462	SHBG	False	1	C0002736	Amyotrophic Lateral Sclerosis
6464	SHC1	True	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
6469	SHH	False	1	C0002736	Amyotrophic Lateral Sclerosis
8036	SHOC2	False	1	C1833662	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA
6476	SI	False	1	C0002736	Amyotrophic Lateral Sclerosis
27036	SIGLEC7	False	1	C0002736	Amyotrophic Lateral Sclerosis
10280	SIGMAR1	False	13	C0002736;C0085084;C0338451;C0393554;C0543859;C0751072;C1859807;C1865412;C3280587;C3468114;C3811918;C3888102;C4025723	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Abnormal lower motor neuron morphology;AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE;Juvenile amyotrophic lateral sclerosis;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Abnormal upper motor neuron morphology
64374	SIL1	False	1	C0002736	Amyotrophic Lateral Sclerosis
23411	SIRT1	False	3	C0002736;C0085084;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Motor neuron atrophy
22933	SIRT2	True	1	C0002736	Amyotrophic Lateral Sclerosis
23410	SIRT3	True	1	C0002736	Amyotrophic Lateral Sclerosis
23408	SIRT5	False	1	C0002736	Amyotrophic Lateral Sclerosis
51548	SIRT6	False	1	C0002736	Amyotrophic Lateral Sclerosis
10736	SIX2	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
4891	SLC11A2	False	2	C0002736;C1833296	Amyotrophic Lateral Sclerosis;FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED
6558	SLC12A2	True	1	C0002736	Amyotrophic Lateral Sclerosis
6560	SLC12A4	False	1	C0002736	Amyotrophic Lateral Sclerosis
57468	SLC12A5	False	1	C0002736	Amyotrophic Lateral Sclerosis
6566	SLC16A1	False	1	C4024896	Motor neuron atrophy
26503	SLC17A5	False	1	C1862941	Amyotrophic Lateral Sclerosis, Sporadic
57084	SLC17A6	False	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
6571	SLC18A2	False	2	C0338451;C1862941	Frontotemporal dementia;Amyotrophic Lateral Sclerosis, Sporadic
6572	SLC18A3	False	1	C4082299	Bulbar palsy
6505	SLC1A1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6506	SLC1A2	False	7	C0002736;C0085084;C0393554;C0543859;C1862939;C1862941;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Motor neuron atrophy
6507	SLC1A3	False	3	C0002736;C0085084;C0751072	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal Lobar Degeneration
6576	SLC25A1	True	1	C4082299	Bulbar palsy
8604	SLC25A12	False	4	C1842675;C1862939;C1862941;C3542025	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
788	SLC25A20	True	1	C4011788	Behavioral variant of frontotemporal dementia
9481	SLC25A27	True	1	C0338451	Frontotemporal dementia
51312	SLC25A37	False	1	C0002736	Amyotrophic Lateral Sclerosis
54977	SLC25A38	False	1	C0338451	Frontotemporal dementia
56731	SLC2A4RG	False	3	C0751072;C1859807;C3811918	Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);GRN-related frontotemporal dementia
7781	SLC30A3	True	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
55676	SLC30A6	True	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
9197	SLC33A1	False	2	C0002736;C1862941	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Sporadic
10559	SLC35A1	False	3	C0002736;C0030442;C0270764	Amyotrophic Lateral Sclerosis;Progressive bulbar palsy;Motor Neuron Disease, Lower
30061	SLC40A1	False	1	C0002736	Amyotrophic Lateral Sclerosis
79581	SLC52A2	False	1	C4082299	Bulbar palsy
113278	SLC52A3	False	4	C0002736;C0030442;C0393540;C4082299	Amyotrophic Lateral Sclerosis;Progressive bulbar palsy;Childhood Progressive Bulbar Palsy;Bulbar palsy
60482	SLC5A7	False	1	C4082299	Bulbar palsy
6529	SLC6A1	False	3	C0002736;C0393554;C0543859	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form
6531	SLC6A3	False	4	C0338451;C0751072;C3811918;C4551993	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
6532	SLC6A4	False	3	C0338451;C0751072;C4011788	Frontotemporal dementia;Frontotemporal Lobar Degeneration;Behavioral variant of frontotemporal dementia
23657	SLC7A11	False	1	C0002736	Amyotrophic Lateral Sclerosis
6547	SLC8A3	False	1	C0002736	Amyotrophic Lateral Sclerosis
285195	SLC9A9	False	4	C1842675;C1862939;C1862941;C3542025	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE
133482	SLCO6A1	False	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
6590	SLPI	False	3	C0002736;C0751072;C3811918	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
6594	SMARCA1	False	1	C0338451	Frontotemporal dementia
140775	SMCR8	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
6606	SMN1	True	7	C0002736;C0085084;C0270763;C0270764;C1862941;C3661519;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Familial Motor Neuron Disease;Motor Neuron Disease, Lower;Amyotrophic Lateral Sclerosis, Sporadic;Hereditary Motor Neuronopathy;Motor neuron atrophy
23583	SMUG1	False	3	C0002736;C0338451;C4011788	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Behavioral variant of frontotemporal dementia
57154	SMURF1	False	1	C0338451	Frontotemporal dementia
6615	SNAI1	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
6616	SNAP25	False	4	C0002736;C0338451;C0751072;C4082299	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Bulbar palsy
6622	SNCA	False	8	C0002736;C0085084;C0338451;C0751072;C1843792;C3811918;C3888102;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Amyotrophic Lateral Sclerosis, Familial
6620	SNCB	False	2	C0751072;C3811918	Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
6623	SNCG	False	6	C0085084;C0751072;C1862939;C1862941;C3542025;C3811918	Motor Neuron Disease;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;GRN-related frontotemporal dementia
9751	SNPH	False	1	C0002736	Amyotrophic Lateral Sclerosis
6638	SNRPN	True	5	C0002736;C0085084;C0270764;C1862941;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Motor Neuron Disease, Lower;Amyotrophic Lateral Sclerosis, Sporadic;Motor neuron atrophy
8926	SNURF	False	5	C0002736;C0085084;C0270764;C1862941;C4024896	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Motor Neuron Disease, Lower;Amyotrophic Lateral Sclerosis, Sporadic;Motor neuron atrophy
6646	SOAT1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6647	SOD1	True	27	C0002736;C0030442;C0033790;C0085084;C0270763;C0270764;C0338451;C0393554;C0521659;C0543858;C0543859;C0749870;C0751072;C1833662;C1837728;C1859807;C1862939;C1862941;C3542025;C3715156;C3811918;C3888102;C4011788;C4024896;C4082299;C4509818;C4551993	Amyotrophic Lateral Sclerosis;Progressive bulbar palsy;Pseudobulbar Palsy;Motor Neuron Disease;Familial Motor Neuron Disease;Motor Neuron Disease, Lower;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Motor Neuron Disease, Upper;Motor Neuron Disease, Secondary;Amyotrophic Lateral Sclerosis, Guam Form;Upper motor neuron signs;Frontotemporal Lobar Degeneration;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA;AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder);AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;AMYOTROPHIC LATERAL SCLEROSIS 20;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Behavioral variant of frontotemporal dementia;Motor neuron atrophy;Bulbar palsy;Facial onset sensory and motor neuronopathy syndrome;Amyotrophic Lateral Sclerosis, Familial
6648	SOD2	False	9	C0002736;C0085084;C0393554;C0543859;C0751072;C1862939;C1862941;C3542025;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE;Amyotrophic Lateral Sclerosis, Familial
6649	SOD3	True	1	C0002736	Amyotrophic Lateral Sclerosis
10580	SORBS1	False	1	C4024896	Motor neuron atrophy
6272	SORT1	True	4	C0002736;C0338451;C0751072;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Familial
6654	SOS1	True	3	C0002736;C0085084;C1859807	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)
6663	SOX10	False	2	C0002736;C1833296	Amyotrophic Lateral Sclerosis;FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED
6657	SOX2	False	1	C0002736	Amyotrophic Lateral Sclerosis
6660	SOX5	True	1	C0002736	Amyotrophic Lateral Sclerosis
6662	SOX9	False	1	C0002736	Amyotrophic Lateral Sclerosis
6671	SP4	False	1	C0751072	Frontotemporal Lobar Degeneration
653423	SPAG11A	False	1	C0002736	Amyotrophic Lateral Sclerosis
10407	SPAG11B	False	1	C0002736	Amyotrophic Lateral Sclerosis
26206	SPAG8	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
6683	SPAST	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
245711	SPDYA	False	1	C0002736	Amyotrophic Lateral Sclerosis
80208	SPG11	False	8	C0002736;C0338451;C1859807;C1865412;C1865864;C3468114;C4024896;C4025723	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Abnormal lower motor neuron morphology;AMYOTROPHIC LATERAL SCLEROSIS 5;Juvenile amyotrophic lateral sclerosis;Motor neuron atrophy;Abnormal upper motor neuron morphology
51324	SPG21	False	1	C4021584	Frontotemporal cerebral atrophy
6687	SPG7	False	1	C4025723	Abnormal upper motor neuron morphology
6696	SPP1	False	2	C0002736;C4024896	Amyotrophic Lateral Sclerosis;Motor neuron atrophy
6711	SPTBN1	True	1	C4551993	Amyotrophic Lateral Sclerosis, Familial
6712	SPTBN2	True	1	C1839042	Upper motor neuron dysfunction
10558	SPTLC1	False	1	C0338451	Frontotemporal dementia
8878	SQSTM1	True	19	C0002736;C0085084;C0338451;C0393554;C0543859;C0751072;C1833662;C1839042;C1859807;C1862941;C1865412;C3811918;C3888102;C4011788;C4021584;C4024896;C4025723;C4082299;C4225326	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Frontotemporal Lobar Degeneration;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA;Upper motor neuron dysfunction;AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Behavioral variant of frontotemporal dementia;Frontotemporal cerebral atrophy;Motor neuron atrophy;Abnormal upper motor neuron morphology;Bulbar palsy;FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3
80725	SRCIN1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6720	SREBF1	False	1	C0002736	Amyotrophic Lateral Sclerosis
63826	SRR	False	1	C0002736	Amyotrophic Lateral Sclerosis
23524	SRRM2	True	6	C0002736;C0338451;C0751072;C1862941;C3811918;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Sporadic;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
6428	SRSF3	True	1	C0338451	Frontotemporal dementia
6429	SRSF4	True	1	C0338451	Frontotemporal dementia
8683	SRSF9	True	1	C0338451	Frontotemporal dementia
26039	SS18L1	False	3	C0002736;C0751072;C1862939	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1
6750	SST	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
9705	ST18	False	1	C0338451	Frontotemporal dementia
6487	ST3GAL3	False	1	C0002736	Amyotrophic Lateral Sclerosis
6484	ST3GAL4	False	1	C0338451	Frontotemporal dementia
6774	STAT3	True	2	C0002736;C0085084	Amyotrophic Lateral Sclerosis;Motor Neuron Disease
6776	STAT5A	True	1	C0002736	Amyotrophic Lateral Sclerosis
246744	STH	False	2	C0338451;C0751072	Frontotemporal dementia;Frontotemporal Lobar Degeneration
65975	STK33	False	1	C4522181	Brachial Amyotrophic Diplegia
27148	STK36	False	1	C0002736	Amyotrophic Lateral Sclerosis
3925	STMN1	True	6	C0002736;C0085084;C0270764;C1862941;C4024896;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Motor Neuron Disease, Lower;Amyotrophic Lateral Sclerosis, Sporadic;Motor neuron atrophy;Amyotrophic Lateral Sclerosis, Familial
11075	STMN2	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
55437	STRADB	False	2	C1859807;C3468114	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder);Juvenile amyotrophic lateral sclerosis
10273	STUB1	True	1	C0002736	Amyotrophic Lateral Sclerosis
6812	STXBP1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6814	STXBP3	True	3	C0338451;C0751072;C3811918	Frontotemporal dementia;Frontotemporal Lobar Degeneration;GRN-related frontotemporal dementia
8803	SUCLA2	True	1	C0338451	Frontotemporal dementia
57794	SUGP1	True	3	C0002736;C0751072;C1862941	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration;Amyotrophic Lateral Sclerosis, Sporadic
6783	SULT1E1	False	1	C0002736	Amyotrophic Lateral Sclerosis
7341	SUMO1	True	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
6613	SUMO2	True	1	C0002736	Amyotrophic Lateral Sclerosis
6612	SUMO3	False	1	C0002736	Amyotrophic Lateral Sclerosis
25777	SUN2	False	1	C0002736	Amyotrophic Lateral Sclerosis
256979	SUN3	False	1	C0002736	Amyotrophic Lateral Sclerosis
6827	SUPT4H1	False	1	C0002736	Amyotrophic Lateral Sclerosis
56241	SUSD2	False	1	C0002736	Amyotrophic Lateral Sclerosis
55638	SYBU	False	1	C0338451	Frontotemporal dementia
6853	SYN1	False	1	C0338451	Frontotemporal dementia
10492	SYNCRIP	True	3	C0338451;C0751072;C4024896	Frontotemporal dementia;Frontotemporal Lobar Degeneration;Motor neuron atrophy
23345	SYNE1	True	1	C0085084	Motor Neuron Disease
8831	SYNGAP1	False	1	C0751072	Frontotemporal Lobar Degeneration
8867	SYNJ1	True	1	C0002736	Amyotrophic Lateral Sclerosis
8871	SYNJ2	False	1	C0002736	Amyotrophic Lateral Sclerosis
23336	SYNM	True	1	C4011788	Behavioral variant of frontotemporal dementia
6855	SYP	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
6857	SYT1	False	1	C0002736	Amyotrophic Lateral Sclerosis
127833	SYT2	False	1	C4082299	Bulbar palsy
143425	SYT9	False	1	C0002736	Amyotrophic Lateral Sclerosis
319100	TAAR6	False	1	C0002736	Amyotrophic Lateral Sclerosis
6863	TAC1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6869	TACR1	False	1	C0002736	Amyotrophic Lateral Sclerosis
6883	TAF12	False	1	C4551993	Amyotrophic Lateral Sclerosis, Familial
8148	TAF15	True	7	C0002736;C0338451;C0751072;C1843792;C1862939;C3811918;C4551993	Amyotrophic Lateral Sclerosis;Frontotemporal dementia;Frontotemporal Lobar Degeneration;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED;AMYOTROPHIC LATERAL SCLEROSIS 1;GRN-related frontotemporal dementia;Amyotrophic Lateral Sclerosis, Familial
10010	TANK	False	2	C0002736;C4551993	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Familial
23435	TARDBP	True	23	C0002736;C0085084;C0270763;C0338451;C0393554;C0543859;C0751072;C1833662;C1843792;C1862939;C1862941;C1865412;C2677565;C3148872;C3150169;C3502417;C3811918;C3888102;C4011788;C4024896;C4025723;C4082299;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Familial Motor Neuron Disease;Frontotemporal dementia;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form;Frontotemporal Lobar Degeneration;INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE AND FRONTOTEMPORAL DEMENTIA;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;AMYOTROPHIC LATERAL SCLEROSIS 10 (disorder);FRONTOTEMPORAL DEMENTIA WITH TDP43 INCLUSIONS, TARDBP-RELATED;FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, TARDBP-RELATED;Amyotrophic Lateral Sclerosis 10;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Behavioral variant of frontotemporal dementia;Motor neuron atrophy;Abnormal upper motor neuron morphology;Bulbar palsy;Amyotrophic Lateral Sclerosis, Familial
6898	TAT	False	1	C0002736	Amyotrophic Lateral Sclerosis
1155	TBCB	False	1	C0002736	Amyotrophic Lateral Sclerosis
6905	TBCE	True	1	C0085084	Motor Neuron Disease
29110	TBK1	False	14	C0002736;C0085084;C0338451;C0751072;C1862939;C1862941;C1865412;C3811918;C3888102;C4011788;C4025723;C4082299;C4225325;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;GRN-related frontotemporal dementia;Frontotemporal Dementia With Motor Neuron Disease;Behavioral variant of frontotemporal dementia;Abnormal upper motor neuron morphology;Bulbar palsy;FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4;Amyotrophic Lateral Sclerosis, Familial
6929	TCF3	True	1	C0002736	Amyotrophic Lateral Sclerosis
55775	TDP1	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
7003	TEAD1	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
9895	TECPR2	False	1	C0085084	Motor Neuron Disease
146705	TEPSIN	False	1	C0338451	Frontotemporal dementia
7019	TFAM	True	1	C0002736	Amyotrophic Lateral Sclerosis
7942	TFEB	True	1	C0002736	Amyotrophic Lateral Sclerosis
10342	TFG	True	1	C4024896	Motor neuron atrophy
24144	TFIP11	True	1	C0002736	Amyotrophic Lateral Sclerosis
7980	TFPI2	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
7040	TGFB1	False	2	C0002736;C0751072	Amyotrophic Lateral Sclerosis;Frontotemporal Lobar Degeneration
7042	TGFB2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7052	TGM2	False	1	C0002736	Amyotrophic Lateral Sclerosis
343641	TGM6	False	2	C0002736;C0033790	Amyotrophic Lateral Sclerosis;Pseudobulbar Palsy
117145	THEM4	False	1	C0002736	Amyotrophic Lateral Sclerosis
7070	THY1	False	1	C0002736	Amyotrophic Lateral Sclerosis
7072	TIA1	True	4	C0002736;C0085084;C0338451;C0751072	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration
7074	TIAM1	False	4	C0002736;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
148022	TICAM1	False	1	C0002736	Amyotrophic Lateral Sclerosis
57103	TIGAR	True	1	C0085084	Motor Neuron Disease
7076	TIMP1	False	2	C0002736;C0338451	Amyotrophic Lateral Sclerosis;Frontotemporal dementia
7077	TIMP2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7078	TIMP3	False	2	C0002736;C4551993	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Familial
7084	TK2	False	1	C4082299	Bulbar palsy
7090	TLE3	True	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
7097	TLR2	False	1	C0002736	Amyotrophic Lateral Sclerosis
7099	TLR4	False	1	C0002736	Amyotrophic Lateral Sclerosis
54732	TMED9	False	4	C0002736;C0085084;C0338451;C0751072	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration
54664	TMEM106B	False	10	C0002736;C0085084;C0338451;C0751072;C1839042;C1862941;C1865412;C3811918;C4011788;C4021584	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;Upper motor neuron dysfunction;Amyotrophic Lateral Sclerosis, Sporadic;Abnormal lower motor neuron morphology;GRN-related frontotemporal dementia;Behavioral variant of frontotemporal dementia;Frontotemporal cerebral atrophy
55287	TMEM40	False	1	C0751072	Frontotemporal Lobar Degeneration
440026	TMEM41B	False	1	C4024896	Motor neuron atrophy
84000	TMPRSS13	False	2	C0002736;C4551993	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis, Familial
164656	TMPRSS6	False	1	C1862939	AMYOTROPHIC LATERAL SCLEROSIS 1
7114	TMSB4X	False	3	C1862939;C1862941;C4551993	AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
7124	TNF	False	7	C0002736;C0085084;C0338451;C0751072;C1862939;C1862941;C4551993	Amyotrophic Lateral Sclerosis;Motor Neuron Disease;Frontotemporal dementia;Frontotemporal Lobar Degeneration;AMYOTROPHIC LATERAL SCLEROSIS 1;Amyotrophic Lateral Sclerosis, Sporadic;Amyotrophic Lateral Sclerosis, Familial
8795	TNFRSF10B	False	1	C0002736	Amyotrophic Lateral Sclerosis
7132	TNFRSF1A	False	1	C0002736	Amyotrophic Lateral Sclerosis
7133	TNFRSF1B	False	1	C0002736	Amyotrophic Lateral Sclerosis
27242	TNFRSF21	False	3	C0002736;C0393554;C0543859	Amyotrophic Lateral Sclerosis;Amyotrophic Lateral Sclerosis With Dementia;Amyotrophic Lateral Sclerosis, Guam Form
8718	TNFRSF25	False	1	C0270764	Motor Neuron Disease, Lower
8740	TNFSF14	False	1	C0002736	Amyotrophic Lateral Sclerosis
23043	TNIK	True	1	C0338451	Frontotemporal dementia
10318	TNIP1	True	1	C0002736	Amyotrophic Lateral Sclerosis
8658	TNKS	False	1	C0002736	Amyotrophic Lateral Sclerosis
3842	TNPO1	True	1	C0002736	Amyotrophic Lateral Sclerosis
10452	TOMM40	False	3	C0338451;C0751072;C4011788	Frontotemporal dementia;Frontotemporal Lobar Degeneration;Behavioral variant of frontotemporal dementia
