disease_theme	matched_term_count	significant_term_count	significant_term_fraction	best_term	best_q_value	best_log2_fold_enrichment	median_log2_fold_enrichment
Cancer / neoplasia	1	1	1	Leiomyosarcoma of uterus	0.00995090191250918	4.08865522165781	4.08865522165781
