ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	gene_ratio_num	bg_ratio_num	fold_enrichment	log2_fold_enrichment	target
C1865017	Thin upper lip vermilion	94/4384	203/16946	0.463054187192118	1.78989878105785	6.68851166404134	2.24868340843597e-10	1.63570959138325e-07	1.386512611719e-07	CSNK2A1/HCFC1/USP27X/SNRPN/NFIA/HUWE1/SETD5/DPF2/TAF6/AP3B1/CIT/DVL1/POLR3A/MID1/WDR62/RAD21/KDM1A/PQBP1/IGF1R/BCR/SON/RPL10/MAPK1/GJB2/GDI1/ATIC/CTNNB1/FBN1/AGL/COPB2/NAA10/MTOR/ATRX/CRKL/MECP2/RPS6KA3/KIF11/ATN1/NRXN1/ACTB/ACTG1/PHC1/CLTC/KMT2A/PTPN11/SOS1/EP300/BPTF/MKRN3/EXOSC2/CDK13/SMC1A/FRMPD4/KIF14/NONO/EXT1/QRICH1/IQSEC2/NIPBL/PACS1/POGZ/ANKLE2/MYO18B/ASPM/STAG2/ARID1B/SMARCC2/COG1/PHIP/GATAD2B/CREBBP/KAT6A/ARHGEF2/DVL3/USP9X/MED12/SMARCE1/ARX/CDK5RAP2/SLC9A7/WAC/UPF3B/BCL11B/BCL11A/ADNP/EBF3/ALG13/KIF15/TCF20/PUF60/MAPK8IP3/SMC3/TRRAP/LAS1L	94	0.0214416058394161	0.0119792281364334	1.78989878105786	0.839878005257828	All methyl proteins
C4551563	Microcephaly (physical finding)	77/4384	156/16946	0.493589743589744	1.90793152255287	6.73002551243022	2.35072037085017e-10	1.63570959138325e-07	1.386512611719e-07	DIAPH1/EHMT1/PDHA1/HUWE1/TCF4/KIF1A/DDX3X/ARID1A/CIT/POLR3A/MEFV/RAD21/PQBP1/MFN2/CSTB/MYCN/TUBB4A/TP53/ASNS/FLG/VARS1/GJB2/PPP2R1A/CTNNB1/EIF2S3/ATRX/QARS1/SMARCA2/MECP2/KIF11/ALDH18A1/HNRNPK/KIF23/COL7A1/PTPN11/RAD51/EP300/BPTF/ATR/PEX6/PTCH1/DYNC1H1/SMC1A/EFTUD2/ATP2B3/NIPBL/MED13L/DHX30/POGZ/CLASP1/TSEN54/ANKLE2/ASXL1/KLHL7/ASPM/SPART/LZTR1/KDM2B/KAT6A/MED12/THAP11/MIPEP/UTP23/TUBB2B/ALG8/BCL11A/ALG13/CHD7/CC2D2A/PUF60/PRR12/KMT2B/AGTPBP1/SATB2/PLAA/SBDS/AP4B1	77	0.0175638686131387	0.00920571226248082	1.90793152255287	0.93200939259802	All methyl proteins
C0026847	Spinal Muscular Atrophy	126/4384	299/16946	0.421404682274247	1.62890596391866	6.48156651728866	5.0335187930762e-10	2.62686762013664e-07	2.22666976083187e-07	TTN/SMN1/ATXN2/POTEF/CORO1C/PRMT5/BRD2/VIM/SNRPN/STRAP/NCOR2/CELF2/EEF1D/WNK1/ASCC1/HNRNPA1/SCAF11/TIA1/RBM7/SRSF1/GEMIN2/CLOCK/HNRNPR/HTRA2/SCO2/KIF1B/SYNCRIP/GRAP2/POP7/SERF1A/DYSF/SMNDC1/VAPB/AHSA1/SOD1/PGK1/IGF2/LMNA/MBP/ALB/TFRC/CAT/ANXA1/GAPDH/TP53/NEFL/PFN1/IGF1R/UCHL1/AR/SRF/NEFH/PLS3/ETFA/GFAP/MUC1/CREB1/STMN1/DES/NCL/HOXA5/ATP6V1B2/RYR1/GART/UBA1/PAX3/ELAVL4/CALR/CANX/MAPK1/PML/RPL9/CTNNB1/NOS2/PTGS2/FUS/COIL/IGHMBP2/RPL3/GARS1/STAT5A/CRK/MAP1B/MECP2/STAT5B/COPA/EPHA4/ACTB/RAB1A/TRA2B/HSPG2/MAP3K10/RELA/DNM1/KHDRBS1/FOXO1/TARDBP/AIMP2/SQSTM1/DYNC1H1/BECN1/LBR/OXA1L/TRIP4/TBCE/MAPK14/SETX/CARM1/CIP2A/BICD2/HDAC2/GATA6/KHSRP/SLC25A46/CHP1/CCDC8/DROSHA/ATAD3A/DDX20/LEF1/DCTN4/KIDINS220/POLDIP2/STARD13/CD2AP/MORC2	126	0.0287408759124088	0.0176442818364216	1.62890596391866	0.703903320067178	All methyl proteins
C1865014	Long philtrum	120/4384	281/16946	0.427046263345196	1.65071304257475	6.49780505063129	4.86155787103455e-10	2.62686762013664e-07	2.22666976083187e-07	JMJD1C/CAMK2G/CNOT1/PDHA1/HCFC1/USP27X/RERE/HUWE1/SETD5/TBL2/TPM3/TAF6/ARVCF/AP3B1/DDX3X/NFIB/ARID1A/DVL1/INPPL1/RAD21/BUB1B/PLOD3/CCNK/TRIO/COL2A1/TUBB/IGF1R/FGF3/SNRPB/BRAF/GJA1/NEB/UBA1/CBL/APC/RPL10/GDI1/CTNNB1/RFC2/FBN1/ATP6V1A/EIF2S3/MTOR/SMARCA2/MECP2/HSD17B4/RPS6KA3/KIF11/LIMK1/SEC24C/ATN1/BRPF1/NRXN1/ACTB/ACTG1/ACTA1/GTF2I/HSPG2/FGD1/CLTC/FLI1/ALDH6A1/MAP2K1/KMT2A/NOTCH2/KCNAB2/MAB21L1/PTCH1/EXOSC2/TRIP12/SMC1A/CUL7/FRMPD4/TBCE/EXT1/IQSEC2/NXN/NIPBL/BCOR/CHST3/XYLT1/MYO18B/STAG2/DYNC2H1/ARID1B/NEK9/COG1/PHIP/IFT81/KAT6B/ARHGEF2/DVL3/USP9X/MED12/B3GALT6/NSD1/ARX/SLC9A7/CDC6/ALG8/SHANK3/UPF3B/BCL11B/CCDC8/EBF3/ALG13/IARS2/KLC4/PRMT7/WDR35/CLIP2/PUF60/BAZ1B/NOTCH3/MAPK8IP3/SATB2/SMC3/PLAA/YARS2/CAMTA1	120	0.0273722627737226	0.0165820842676738	1.65071304257475	0.72308934615296	All methyl proteins
C0086437	Joint laxity	100/4384	222/16946	0.45045045045045	1.7411800486618	6.56684541309988	4.12341655081176e-10	2.62686762013664e-07	2.22666976083187e-07	AGRN/SRCAP/NCOR1/MYO9A/FLNB/PLOD1/CDC45/TBL2/VAMP1/KDM6A/PAX2/TPM3/DDX3X/KMT2D/POLR3A/ORC4/KDM1A/ADAMTS2/BRAF/SON/ATP6V1B2/FLNA/RYR1/TNXB/CBL/YY1/PIK3R1/PPP2R1A/RFC2/FBN1/IGHMBP2/STAT3/IARS1/MAP1B/SLC6A8/MRE11/RPS6KA3/SLC25A1/LIMK1/ATN1/ALDH18A1/HNRNPH2/PPP1CB/RAC1/ACTA1/GTF2I/ARF1/SET/NOTCH2/PTPN11/GFPT1/FMR1/EP300/BPTF/TUBB3/CUL4B/CDK13/KIF22/CUL7/NONO/TRIP4/HERC1/ERMARD/FAT4/MED13L/DHX30/CHST3/POGZ/XYLT1/PHF6/SPART/ARID1B/PHIP/GATAD2B/CREBBP/USP9X/MED12/CCDC47/FKBP10/DDRGK1/ZNF469/CHAMP1/DCHS1/B3GALT6/NSD1/GTPBP2/BCL11A/IRF2BPL/RAB3GAP2/ADNP/FARSB/MAP3K20/WDR35/CLIP2/PUF60/BAZ1B/NOTCH3/PLAGL1/GMPPB/DNMT3A	100	0.0228102189781022	0.0131004366812227	1.7411800486618	0.800065394189986	All methyl proteins
C3658302	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum	34/4384	50/16946	0.68	2.62848540145985	6.81245405382074	4.92792232918498e-10	2.62686762013664e-07	2.22666976083187e-07	HLA-A/HLA-B/CUL4A/CELF2/HLA-C/BAG6/GRAP2/AHSA1/ALB/RB1/PARP1/MIF/AKR1B1/MAPK1/PML/CTNNB1/NOS2/PTGS2/CRK/NEDD4/VCP/PSMC5/RBX1/HSPG2/NUCB1/EP300/AIMP2/IKZF1/CUL1/MAPK14/ELMO1/COPS5/DERL1/POLDIP2	34	0.00775547445255474	0.00295054880207719	2.62848540145985	1.39423172224098	All methyl proteins
C0152421	Macrotia	87/4384	186/16946	0.467741935483871	1.80801889569108	6.54587407979376	5.55712476859712e-10	2.729528930458e-07	2.31369083244873e-07	SRCAP/GLI2/RERE/SLC12A6/WDR73/RAB3GAP1/SETD5/TBL2/KDM6A/KIF1A/DPF2/AIP/DDX3X/MAN2B1/CIT/AP3D1/KMT2D/PHGDH/FIBP/RAD21/PQBP1/TRIO/ACTL6B/POLR1A/SNAP29/APC2/LMNA/CHRNA1/AHSG/INSR/ASNS/PKHD1/BRAF/PAX1/FLNA/UBA1/CBL/PIK3R1/PSMB8/RFC2/RBMX/ATP6V1A/EIF2S3/NAA10/SSR4/MECP2/LIMK1/ALDH18A1/NUP107/HNRNPK/PPP1CB/GTF2I/SET/MAP2K1/KMT2A/FMR1/PRDX1/PTCH1/LAGE3/SMC1A/MBTPS1/HERC1/IQSEC2/DENND5A/NIPBL/BRWD3/CWC27/PACS1/MED13L/PHF6/KMT2E/THOC2/MPLKIP/NUP133/PHIP/KIFBP/NSD1/TP53RK/SHANK3/SETD2/RAB3GAP2/OSGEP/TBC1D23/CLIP2/BAZ1B/SMC3/PSAT1	87	0.0198448905109489	0.0109760415437271	1.80801889569108	0.854409755506064	All methyl proteins
C0423224	Sunken eyes	81/4384	170/16946	0.476470588235294	1.84175880206097	6.51620266498947	7.19770309081431e-10	3.33893448934997e-07	2.83025471243482e-07	SRCAP/EEF1A2/SH3PXD2B/RAI1/RERE/RAB3GAP1/MEF2C/HUWE1/TCF4/HMGA2/DNM1L/POLR3A/FIBP/CACNA1G/ACTL6B/IGF1R/BCR/BRAF/GJA1/SON/PIK3R1/MAPK1/FBN1/FBN2/AGL/STAT3/CRKL/DHPS/SSR4/MECP2/ATN1/PRPS1/UBE3A/FMR1/EP300/BPTF/KCNAB2/CTBP1/EXOSC2/TRIP12/PPP2R5D/NFIX/PLEC/TBCE/KIF7/LARP7/IQSEC2/FBXO31/MED13L/PHF6/DIS3L2/KMT2E/ALMS1/TBCK/STAG1/GATAD2B/CREBBP/GPKOW/PUS7/SLC9A7/MIPEP/WAC/SHANK3/TBL1XR1/EBF3/ARNT2/OSGEP/FARSB/IARS2/ATAD3A/PRMT7/TCF20/SEPTIN9/PUF60/KIDINS220/MAPK8IP3/LEMD3/SBDS/TRRAP/LAS1L/CAMTA1	81	0.0184762773722628	0.0100318659270624	1.84175880206097	0.88108413751229	All methyl proteins
C0744356	Abnormality of the genital system	27/4384	36/16946	0.75	2.8990647810219	6.73823093274985	9.54806101492183e-10	4.19612155129459e-07	3.55685109497697e-07	HUWE1/RAD21/RPS17/ETFA/RPL35A/CDH2/SOX5/ETFB/RPS19/RPS27/RPL35/RPL5/RPS10/LSS/RPL26/RPL15/RPL27/RPS15A/RPS29/RPS26/RPS28/RPL11/RPL18/MAB21L1/BICD2/UTP23/ALX4	27	0.00615875912408759	0.00212439513749557	2.8990647810219	1.53558757148652	All methyl proteins
C1858085	Malar flattening	87/4384	188/16946	0.462765957446808	1.78878465211989	6.42470140339164	1.08307000203697e-09	4.52181725850434e-07	3.83292773352451e-07	EHMT1/JMJD1C/GLI2/RAI1/FLNB/RAB3GAP1/POLE/HUWE1/ASXL2/KIF1A/ARVCF/MAN2B1/DVL1/POLR3A/POLR1C/INPPL1/BUB1B/PLOD3/PQBP1/LRP4/BANF1/COL2A1/LMNA/PRKAR1A/BCR/SNRPB/FLNA/NF1/PAX3/APC/YY1/PIK3R1/MAPK1/FBN1/AGL/PIGA/ATP6V1A/LRPPRC/ATRX/CRKL/SLC6A8/SERPINH1/ERF/MECP2/SEC24C/BLM/HSPG2/PDE4D/FOXC1/RUNX2/LBR/KIF22/NFIX/CUL7/EFTUD2/NONO/SF3B4/HERC1/DDR2/KIF7/LARP7/ESCO2/CCBE1/FAT4/POGZ/STAG2/LZTR1/ARID1B/TFAP2B/DVL3/MED12/TONSL/DCHS1/B3GALT6/SHANK3/SETD2/TBL1XR1/CCDC8/RAB3GAP2/COG4/SH2B1/PRMT7/RLIM/CHD7/DNMT3B/NOTCH3/SATB2	87	0.0198448905109489	0.0110940634958102	1.78878465211989	0.838979714936458	All methyl proteins
