ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	ONTOLOGY
GO:0002764	immune response-regulating signaling pathway	13/478	625/17552	0.0208	0.763769037656904	-1.00619944537572	0.873964641881862	0.946535201725066	0.888856242661167	BANF1/BAX/CD2AP/CRKL/FOSL1/GPS2/HMGB1/LCP2/PHB1/PPT1/SH2D1A/SOS1/YWHAE	13	BP
GO:0042692	muscle cell differentiation	8/478	410/17552	0.0195121951219512	0.716481273599347	-0.971941609916641	0.873613259477314	0.946535201725066	0.888856242661167	CALR/CSRP2/HDGFL2/MAML1/NEB/NRAP/PLD3/RB1	8	BP
GO:0045665	negative regulation of neuron differentiation	1/478	75/17552	0.0133333333333333	0.489595536959554	-0.741154747261353	0.874477316441232	0.946535201725066	0.888856242661167	CALR	1	BP
GO:0045670	regulation of osteoclast differentiation	1/478	75/17552	0.0133333333333333	0.489595536959554	-0.741154747261353	0.874477316441232	0.946535201725066	0.888856242661167	CREB1	1	BP
GO:0050818	regulation of coagulation	1/478	75/17552	0.0133333333333333	0.489595536959554	-0.741154747261353	0.874477316441232	0.946535201725066	0.888856242661167	ANXA5	1	BP
GO:0003231	cardiac ventricle development	2/478	132/17552	0.0151515151515152	0.556358564726766	-0.856036405619095	0.878259324706609	0.948816650629389	0.890998667049848	SAV1/SMAD6	2	BP
GO:0014902	myotube differentiation	2/478	132/17552	0.0151515151515152	0.556358564726766	-0.856036405619095	0.878259324706609	0.948816650629389	0.890998667049848	MAML1/PLD3	2	BP
GO:0002090	regulation of receptor internalization	1/478	76/17552	0.0131578947368421	0.483153490420612	-0.755517639812101	0.877910390924329	0.948816650629389	0.890998667049848	SH3GL2	1	BP
GO:0045661	regulation of myoblast differentiation	1/478	76/17552	0.0131578947368421	0.483153490420612	-0.755517639812101	0.877910390924329	0.948816650629389	0.890998667049848	HIF1AN	1	BP
GO:0071260	cellular response to mechanical stimulus	1/478	76/17552	0.0131578947368421	0.483153490420612	-0.755517639812101	0.877910390924329	0.948816650629389	0.890998667049848	BAD	1	BP
GO:0072078	nephron tubule morphogenesis	1/478	76/17552	0.0131578947368421	0.483153490420612	-0.755517639812101	0.877910390924329	0.948816650629389	0.890998667049848	PTCH1	1	BP
GO:1900076	regulation of cellular response to insulin stimulus	1/478	76/17552	0.0131578947368421	0.483153490420612	-0.755517639812101	0.877910390924329	0.948816650629389	0.890998667049848	TSC2	1	BP
GO:0048771	tissue remodeling	3/478	183/17552	0.0163934426229508	0.601961725769943	-0.905649631533791	0.878756462189858	0.94909525878224	0.891260297674325	BAX/BCR/CBS	3	BP
GO:0009566	fertilization	4/478	232/17552	0.0172413793103448	0.633097677102871	-0.94127766305835	0.880104775965796	0.950292772524854	0.892384838593517	BAX/CLGN/CRKL/MAEL	4	BP
GO:0006805	xenobiotic metabolic process	2/478	133/17552	0.0150375939849624	0.552175417623557	-0.867399931159962	0.880887208210305	0.950361586883404	0.89244945961561	CYP2A6/CYP3A7	2	BP
GO:0031640	killing of cells of another organism	2/478	133/17552	0.0150375939849624	0.552175417623557	-0.867399931159962	0.880887208210305	0.950361586883404	0.89244945961561	CST11/DCD	2	BP
GO:0141061	disruption of cell in another organism	2/478	133/17552	0.0150375939849624	0.552175417623557	-0.867399931159962	0.880887208210305	0.950361586883404	0.89244945961561	CST11/DCD	2	BP
GO:0008015	blood circulation	11/478	547/17552	0.020109689213894	0.738421056657462	-1.03993302201027	0.883641826118928	0.951153018198029	0.893192663527477	ADD3/BCR/CBS/CDK5RAP3/FERMT2/FKBP1C/JPH3/NOS1AP/SH3GL2/SRI/YWHAE	11	BP
