canonical_UniProtAC	family	label
O75459	broad	Poorly characterized / specialized
O75460	broad	RNA-binding / RNP
O75460	broad	Signaling / enzymes
O75461	broad	Chromatin / transcription
O75462	broad	Membrane / receptor / extracellular
O75467	broad	Chromatin / transcription
O75469	broad	Membrane / receptor / extracellular
O75473	broad	Membrane / receptor / extracellular
O75474	broad	Other / unclassified
O75475	broad	Chromatin / transcription
O75475	broad	Cytoplasmic / trafficking / cytoskeleton
O75477	broad	Poorly characterized / specialized
O75478	broad	Chromatin / transcription
O75486	broad	Chromatin / transcription
O75487	broad	Membrane / receptor / extracellular
O75489	broad	Mitochondrial / metabolism
O75493	broad	Other / unclassified
O75494	broad	RNA-binding / RNP
O75494	broad	Cytoplasmic / trafficking / cytoskeleton
O75496	broad	RNA-binding / RNP
O75503	broad	Membrane / receptor / extracellular
O75506	broad	Proteostasis / ubiquitin / chaperone
O75508	broad	Other / unclassified
O75509	broad	Membrane / receptor / extracellular
O75521	broad	Other / unclassified
O75525	broad	RNA-binding / RNP
O75526	broad	RNA-binding / RNP
O75526	broad	Poorly characterized / specialized
O75528	broad	Chromatin / transcription
O75529	broad	Chromatin / transcription
O75530	broad	Cytoplasmic / trafficking / cytoskeleton
O75530	broad	Membrane / receptor / extracellular
O75531	broad	Other / unclassified
O75533	broad	RNA-binding / RNP
O75533	broad	Signaling / enzymes
O75534	broad	Chromatin / transcription
O75541	broad	Chromatin / transcription
O75553	broad	Other / unclassified
O75554	broad	Other / unclassified
O75556	broad	Other / unclassified
O75558	broad	Other / unclassified
O75563	broad	Signaling / enzymes
O75564	broad	Other / unclassified
O75569	broad	DNA repair / genome maintenance
O75569	broad	Membrane / receptor / extracellular
O75569	broad	Signaling / enzymes
O75570	broad	Mitochondrial / metabolism
O75575	broad	Chromatin / transcription
O75575	broad	Membrane / receptor / extracellular
O75578	broad	Membrane / receptor / extracellular
O75581	broad	Membrane / receptor / extracellular
O75582	broad	Translation / ribosome / biogenesis
O75582	broad	Signaling / enzymes
O75586	broad	Chromatin / transcription
O75592	broad	Chromatin / transcription
O75592	broad	Nuclear scaffold / pore / lamina
O75592	broad	Membrane / receptor / extracellular
O75592	broad	Proteostasis / ubiquitin / chaperone
O75593	broad	Chromatin / transcription
O75593	broad	DNA repair / genome maintenance
O75596	broad	Other / unclassified
O75600	broad	Mitochondrial / metabolism
O75600	broad	Signaling / enzymes
O75602	broad	Other / unclassified
O75603	broad	Chromatin / transcription
O75604	broad	Proteostasis / ubiquitin / chaperone
O75604	broad	Signaling / enzymes
O75607	broad	Other / unclassified
O75610	broad	Other / unclassified
O75616	broad	Mitochondrial / metabolism
O75616	broad	Signaling / enzymes
O75618	broad	Other / unclassified
O75626	broad	Chromatin / transcription
O75626	broad	Membrane / receptor / extracellular
O75628	broad	DNA repair / genome maintenance
O75628	broad	Signaling / enzymes
O75629	broad	Other / unclassified
O75631	broad	Other / unclassified
O75635	broad	Other / unclassified
O75636	broad	Membrane / receptor / extracellular
O75638	broad	Poorly characterized / specialized
O75643	broad	RNA-binding / RNP
O75648	broad	Translation / ribosome / biogenesis
O75648	broad	Mitochondrial / metabolism
O75663	broad	Cytoplasmic / trafficking / cytoskeleton
O75663	broad	Poorly characterized / specialized
O75665	broad	Cell cycle / centrosome / spindle
O75674	broad	Other / unclassified
O75676	broad	Translation / ribosome / biogenesis
O75676	broad	Signaling / enzymes
O75677	broad	Other / unclassified
O75678	broad	Other / unclassified
O75679	broad	Other / unclassified
O75683	broad	Other / unclassified
O75688	broad	Signaling / enzymes
O75689	broad	Poorly characterized / specialized
O75690	broad	DNA repair / genome maintenance
O75691	broad	RNA-binding / RNP
O75691	broad	Translation / ribosome / biogenesis
O75694	broad	Nuclear scaffold / pore / lamina
O75695	broad	Other / unclassified
O75711	broad	Other / unclassified
O75715	broad	Mitochondrial / metabolism
O75716	broad	Signaling / enzymes
O75717	broad	Chromatin / transcription
O75718	broad	Other / unclassified
O75746	broad	Mitochondrial / metabolism
O75747	broad	Signaling / enzymes
O75751	broad	Membrane / receptor / extracellular
O75752	broad	Signaling / enzymes
O75762	broad	Membrane / receptor / extracellular
O75764	broad	Chromatin / transcription
O75764	broad	Translation / ribosome / biogenesis
O75771	broad	DNA repair / genome maintenance
O75781	broad	Other / unclassified
O75787	broad	Cytoplasmic / trafficking / cytoskeleton
O75787	broad	Membrane / receptor / extracellular
O75787	broad	Mitochondrial / metabolism
O75787	broad	Proteostasis / ubiquitin / chaperone
O75787	broad	Poorly characterized / specialized
O75787	broad	Signaling / enzymes
O75791	broad	Membrane / receptor / extracellular
O75792	broad	RNA-binding / RNP
O75794	broad	Translation / ribosome / biogenesis
O75794	broad	Poorly characterized / specialized
O75795	broad	Signaling / enzymes
O75800	broad	Other / unclassified
O75807	broad	Signaling / enzymes
O75808	broad	Other / unclassified
O75815	broad	Signaling / enzymes
O75817	broad	RNA-binding / RNP
O75818	broad	RNA-binding / RNP
O75820	broad	Chromatin / transcription
O75821	broad	RNA-binding / RNP
O75821	broad	Translation / ribosome / biogenesis
O75822	broad	RNA-binding / RNP
O75822	broad	Translation / ribosome / biogenesis
O75828	broad	Mitochondrial / metabolism
O75829	broad	Other / unclassified
O75830	broad	Cytoplasmic / trafficking / cytoskeleton
O75830	broad	Signaling / enzymes
O75832	broad	Proteostasis / ubiquitin / chaperone
O75832	broad	Signaling / enzymes
O75838	broad	Cytoplasmic / trafficking / cytoskeleton
O75838	broad	Membrane / receptor / extracellular
O75838	broad	Signaling / enzymes
O75840	broad	Chromatin / transcription
O75841	broad	Other / unclassified
O75843	broad	Other / unclassified
O75844	broad	Signaling / enzymes
O75845	broad	Mitochondrial / metabolism
O75864	broad	Signaling / enzymes
O75865	broad	Cytoplasmic / trafficking / cytoskeleton
O75865	broad	Proteostasis / ubiquitin / chaperone
O75871	broad	Cytoplasmic / trafficking / cytoskeleton
O75871	broad	Membrane / receptor / extracellular
O75874	broad	Cytoplasmic / trafficking / cytoskeleton
O75874	broad	Mitochondrial / metabolism
O75879	broad	Translation / ribosome / biogenesis
O75879	broad	Mitochondrial / metabolism
O75879	broad	Proteostasis / ubiquitin / chaperone
O75879	broad	Signaling / enzymes
O75880	broad	Mitochondrial / metabolism
O75881	broad	Other / unclassified
O75882	broad	DNA repair / genome maintenance
O75882	broad	Nuclear scaffold / pore / lamina
O75882	broad	Cytoplasmic / trafficking / cytoskeleton
O75882	broad	Mitochondrial / metabolism
O75884	broad	Signaling / enzymes
O75891	broad	Mitochondrial / metabolism
O75891	broad	Signaling / enzymes
O75896	broad	RNA-binding / RNP
O75896	broad	Poorly characterized / specialized
O75897	broad	Signaling / enzymes
O75899	broad	Membrane / receptor / extracellular
O75900	broad	DNA repair / genome maintenance
O75901	broad	Other / unclassified
O75907	broad	Signaling / enzymes
O75908	broad	Signaling / enzymes
O75909	broad	Other / unclassified
O75911	broad	Mitochondrial / metabolism
O75912	broad	Signaling / enzymes
O75914	broad	Signaling / enzymes
O75915	broad	Cytoplasmic / trafficking / cytoskeleton
O75915	broad	Membrane / receptor / extracellular
O75915	broad	Proteostasis / ubiquitin / chaperone
O75915	broad	Poorly characterized / specialized
O75916	broad	Other / unclassified
O75923	broad	RNA-binding / RNP
O75925	broad	RNA-binding / RNP
O75925	broad	Chromatin / transcription
O75925	broad	Signaling / enzymes
O75928	broad	Chromatin / transcription
O75928	broad	Cytoplasmic / trafficking / cytoskeleton
O75928	broad	Membrane / receptor / extracellular
O75928	broad	Signaling / enzymes
O75934	broad	RNA-binding / RNP
O75935	broad	Cytoplasmic / trafficking / cytoskeleton
O75936	broad	Other / unclassified
O75937	broad	Proteostasis / ubiquitin / chaperone
O75940	broad	RNA-binding / RNP
O75943	broad	DNA repair / genome maintenance
O75943	broad	Cell cycle / centrosome / spindle
O75943	broad	Signaling / enzymes
O75947	broad	Mitochondrial / metabolism
O75947	broad	Signaling / enzymes
O75949	broad	Membrane / receptor / extracellular
O75951	broad	Other / unclassified
O75952	broad	Poorly characterized / specialized
O75953	broad	Proteostasis / ubiquitin / chaperone
O75956	broad	Signaling / enzymes
O75962	broad	Cytoplasmic / trafficking / cytoskeleton
O75962	broad	Membrane / receptor / extracellular
O75962	broad	Signaling / enzymes
O75964	broad	Membrane / receptor / extracellular
O75964	broad	Mitochondrial / metabolism
O75964	broad	Signaling / enzymes
O75969	broad	Cytoplasmic / trafficking / cytoskeleton
O75969	broad	Poorly characterized / specialized
O75969	broad	Signaling / enzymes
O75970	broad	Other / unclassified
O75971	broad	Other / unclassified
O75973	broad	Other / unclassified
O75976	broad	Signaling / enzymes
O75995	broad	Other / unclassified
O76000	broad	Membrane / receptor / extracellular
O76000	broad	Poorly characterized / specialized
O76001	broad	Membrane / receptor / extracellular
O76002	broad	Membrane / receptor / extracellular
O76003	broad	Cytoplasmic / trafficking / cytoskeleton
O76009	broad	Cytoplasmic / trafficking / cytoskeleton
O76011	broad	Cytoplasmic / trafficking / cytoskeleton
O76013	broad	Cytoplasmic / trafficking / cytoskeleton
O76014	broad	Cytoplasmic / trafficking / cytoskeleton
O76015	broad	Cytoplasmic / trafficking / cytoskeleton
O76021	broad	RNA-binding / RNP
O76021	broad	Translation / ribosome / biogenesis
O76024	broad	Other / unclassified
O76027	broad	Other / unclassified
O76031	broad	DNA repair / genome maintenance
O76031	broad	Mitochondrial / metabolism
O76031	broad	Proteostasis / ubiquitin / chaperone
O76031	broad	Signaling / enzymes
O76036	broad	Membrane / receptor / extracellular
O76038	broad	Other / unclassified
O76039	broad	Signaling / enzymes
O76041	broad	Cytoplasmic / trafficking / cytoskeleton
O76041	broad	Poorly characterized / specialized
O76042	broad	Poorly characterized / specialized
O76050	broad	Proteostasis / ubiquitin / chaperone
O76050	broad	Signaling / enzymes
O76054	broad	Other / unclassified
O76061	broad	Other / unclassified
O76062	broad	Membrane / receptor / extracellular
O76062	broad	Poorly characterized / specialized
O76064	broad	Proteostasis / ubiquitin / chaperone
O76064	broad	Signaling / enzymes
O76070	broad	Other / unclassified
O76071	broad	RNA-binding / RNP
O76074	broad	Signaling / enzymes
O76075	broad	RNA-binding / RNP
O76075	broad	Poorly characterized / specialized
O76076	broad	Other / unclassified
O76080	broad	Chromatin / transcription
O76081	broad	Signaling / enzymes
O76082	broad	Membrane / receptor / extracellular
O76083	broad	Signaling / enzymes
O76087	broad	Poorly characterized / specialized
O76090	broad	Other / unclassified
O76093	broad	Other / unclassified
O76094	broad	Other / unclassified
O76095	broad	Proteostasis / ubiquitin / chaperone
O76096	broad	Other / unclassified
O76099	broad	Membrane / receptor / extracellular
O76100	broad	Membrane / receptor / extracellular
O77932	broad	RNA-binding / RNP
O77932	broad	Signaling / enzymes
O94759	broad	Membrane / receptor / extracellular
O94760	broad	Nuclear scaffold / pore / lamina
O94761	broad	Other / unclassified
O94762	broad	RNA-binding / RNP
O94762	broad	Cytoplasmic / trafficking / cytoskeleton
O94762	broad	Signaling / enzymes
O94763	broad	Chromatin / transcription
O94763	broad	Poorly characterized / specialized
O94763	broad	Signaling / enzymes
O94766	broad	Signaling / enzymes
O94768	broad	Signaling / enzymes
O94769	broad	DNA repair / genome maintenance
O94769	broad	Membrane / receptor / extracellular
O94772	broad	Membrane / receptor / extracellular
O94777	broad	Other / unclassified
O94778	broad	Other / unclassified
O94779	broad	Cytoplasmic / trafficking / cytoskeleton
O94782	broad	Proteostasis / ubiquitin / chaperone
O94782	broad	Poorly characterized / specialized
O94782	broad	Signaling / enzymes
O94788	broad	Mitochondrial / metabolism
O94804	broad	Signaling / enzymes
O94805	broad	Cytoplasmic / trafficking / cytoskeleton
O94805	broad	Signaling / enzymes
O94806	broad	Signaling / enzymes
O94808	broad	Signaling / enzymes
O94810	broad	Other / unclassified
O94811	broad	Other / unclassified
O94812	broad	Other / unclassified
O94813	broad	Other / unclassified
O94817	broad	Proteostasis / ubiquitin / chaperone
O94818	broad	RNA-binding / RNP
O94818	broad	Translation / ribosome / biogenesis
O94819	broad	Other / unclassified
O94822	broad	Chromatin / transcription
O94822	broad	Proteostasis / ubiquitin / chaperone
O94822	broad	Poorly characterized / specialized
O94822	broad	Signaling / enzymes
O94823	broad	Signaling / enzymes
O94826	broad	DNA repair / genome maintenance
O94826	broad	Membrane / receptor / extracellular
O94826	broad	Mitochondrial / metabolism
O94827	broad	Other / unclassified
O94829	broad	Other / unclassified
O94830	broad	Other / unclassified
O94832	broad	Cytoplasmic / trafficking / cytoskeleton
O94832	broad	Signaling / enzymes
O94842	broad	Chromatin / transcription
O94842	broad	Poorly characterized / specialized
O94844	broad	Other / unclassified
O94850	broad	Other / unclassified
O94851	broad	Cytoplasmic / trafficking / cytoskeleton
O94854	broad	Cytoplasmic / trafficking / cytoskeleton
O94854	broad	Poorly characterized / specialized
O94855	broad	Other / unclassified
O94856	broad	Other / unclassified
O94864	broad	Other / unclassified
O94868	broad	Other / unclassified
O94874	broad	Signaling / enzymes
O94875	broad	Cytoplasmic / trafficking / cytoskeleton
O94876	broad	Membrane / receptor / extracellular
O94880	broad	Chromatin / transcription
O94885	broad	Other / unclassified
O94886	broad	Membrane / receptor / extracellular
O94887	broad	Proteostasis / ubiquitin / chaperone
O94888	broad	Other / unclassified
O94889	broad	Other / unclassified
O94892	broad	Chromatin / transcription
O94898	broad	Membrane / receptor / extracellular
O94900	broad	Chromatin / transcription
O94901	broad	Other / unclassified
O94903	broad	Other / unclassified
O94905	broad	Poorly characterized / specialized
O94906	broad	RNA-binding / RNP
O94906	broad	DNA repair / genome maintenance
O94906	broad	Nuclear scaffold / pore / lamina
O94906	broad	Membrane / receptor / extracellular
O94906	broad	Poorly characterized / specialized
O94907	broad	Other / unclassified
O94910	broad	DNA repair / genome maintenance
O94910	broad	Membrane / receptor / extracellular
O94911	broad	Membrane / receptor / extracellular
O94913	broad	RNA-binding / RNP
O94915	broad	RNA-binding / RNP
O94916	broad	Chromatin / transcription
O94919	broad	Other / unclassified
O94921	broad	Signaling / enzymes
O94923	broad	Other / unclassified
O94925	broad	RNA-binding / RNP
O94925	broad	Mitochondrial / metabolism
O94925	broad	Signaling / enzymes
O94927	broad	Other / unclassified
O94929	broad	Cytoplasmic / trafficking / cytoskeleton
O94933	broad	Other / unclassified
O94941	broad	Chromatin / transcription
O94941	broad	Cytoplasmic / trafficking / cytoskeleton
O94941	broad	Proteostasis / ubiquitin / chaperone
O94941	broad	Signaling / enzymes
O94952	broad	Other / unclassified
O94953	broad	Chromatin / transcription
O94955	broad	Other / unclassified
O94956	broad	Membrane / receptor / extracellular
O94964	broad	Cytoplasmic / trafficking / cytoskeleton
O94964	broad	Proteostasis / ubiquitin / chaperone
O94964	broad	Poorly characterized / specialized
O94966	broad	Proteostasis / ubiquitin / chaperone
O94966	broad	Signaling / enzymes
O94967	broad	Cytoplasmic / trafficking / cytoskeleton
O94972	broad	Proteostasis / ubiquitin / chaperone
O94972	broad	Signaling / enzymes
O94973	broad	RNA-binding / RNP
O94973	broad	Cytoplasmic / trafficking / cytoskeleton
O94973	broad	Membrane / receptor / extracellular
O94979	broad	RNA-binding / RNP
O94979	broad	Proteostasis / ubiquitin / chaperone
O94983	broad	Chromatin / transcription
O94985	broad	Membrane / receptor / extracellular
O94985	broad	Poorly characterized / specialized
O94986	broad	Cell cycle / centrosome / spindle
O94988	broad	Other / unclassified
O94989	broad	Other / unclassified
O94991	broad	Other / unclassified
O94992	broad	DNA repair / genome maintenance
O94993	broad	Chromatin / transcription
O95006	broad	Membrane / receptor / extracellular
O95007	broad	Membrane / receptor / extracellular
O95013	broad	Membrane / receptor / extracellular
O95025	broad	Other / unclassified
O95045	broad	Other / unclassified
O95047	broad	Membrane / receptor / extracellular
O95049	broad	Membrane / receptor / extracellular
O95049	broad	Signaling / enzymes
O95050	broad	Nuclear scaffold / pore / lamina
O95050	broad	Signaling / enzymes
O95057	broad	Other / unclassified
O95059	broad	RNA-binding / RNP
O95067	broad	Cell cycle / centrosome / spindle
O95069	broad	Membrane / receptor / extracellular
O95070	broad	Cytoplasmic / trafficking / cytoskeleton
O95071	broad	Proteostasis / ubiquitin / chaperone
O95071	broad	Signaling / enzymes
O95072	broad	DNA repair / genome maintenance
O95073	broad	Other / unclassified
O95076	broad	Chromatin / transcription
O95081	broad	Cytoplasmic / trafficking / cytoskeleton
O95084	broad	Membrane / receptor / extracellular
O95084	broad	Poorly characterized / specialized
O95084	broad	Signaling / enzymes
O95096	broad	Chromatin / transcription
O95104	broad	RNA-binding / RNP
O95125	broad	Chromatin / transcription
O95136	broad	Membrane / receptor / extracellular
O95139	broad	Mitochondrial / metabolism
O95140	broad	Membrane / receptor / extracellular
O95140	broad	Signaling / enzymes
O95147	broad	Signaling / enzymes
O95149	broad	Membrane / receptor / extracellular
O95150	broad	Membrane / receptor / extracellular
O95153	broad	Cytoplasmic / trafficking / cytoskeleton
O95153	broad	Membrane / receptor / extracellular
O95154	broad	Signaling / enzymes
O95155	broad	DNA repair / genome maintenance
O95155	broad	Proteostasis / ubiquitin / chaperone
O95155	broad	Signaling / enzymes
O95156	broad	Other / unclassified
O95157	broad	Other / unclassified
O95158	broad	Other / unclassified
O95159	broad	Chromatin / transcription
O95163	broad	Signaling / enzymes
O95164	broad	Membrane / receptor / extracellular
O95164	broad	Proteostasis / ubiquitin / chaperone
O95166	broad	Membrane / receptor / extracellular
O95166	broad	Proteostasis / ubiquitin / chaperone
O95167	broad	Mitochondrial / metabolism
O95168	broad	Mitochondrial / metabolism
O95169	broad	Mitochondrial / metabolism
O95170	broad	Other / unclassified
O95171	broad	Other / unclassified
O95177	broad	Poorly characterized / specialized
O95178	broad	Mitochondrial / metabolism
O95180	broad	Membrane / receptor / extracellular
O95182	broad	Mitochondrial / metabolism
O95183	broad	Cytoplasmic / trafficking / cytoskeleton
O95183	broad	Membrane / receptor / extracellular
O95183	broad	Proteostasis / ubiquitin / chaperone
O95185	broad	Membrane / receptor / extracellular
O95190	broad	Other / unclassified
O95196	broad	Other / unclassified
O95197	broad	Other / unclassified
O95198	broad	Cytoplasmic / trafficking / cytoskeleton
O95199	broad	Other / unclassified
O95201	broad	Chromatin / transcription
O95202	broad	Translation / ribosome / biogenesis
O95202	broad	Membrane / receptor / extracellular
O95202	broad	Mitochondrial / metabolism
O95206	broad	Membrane / receptor / extracellular
O95208	broad	Cytoplasmic / trafficking / cytoskeleton
O95210	broad	Membrane / receptor / extracellular
O95214	broad	Membrane / receptor / extracellular
O95218	broad	Chromatin / transcription
O95221	broad	Membrane / receptor / extracellular
O95222	broad	Membrane / receptor / extracellular
O95229	broad	Cytoplasmic / trafficking / cytoskeleton
O95229	broad	Cell cycle / centrosome / spindle
O95231	broad	Chromatin / transcription
O95232	broad	Other / unclassified
O95235	broad	Cytoplasmic / trafficking / cytoskeleton
O95235	broad	Cell cycle / centrosome / spindle
O95236	broad	Other / unclassified
O95237	broad	Signaling / enzymes
O95238	broad	Chromatin / transcription
O95239	broad	Cytoplasmic / trafficking / cytoskeleton
O95239	broad	Signaling / enzymes
O95248	broad	Cytoplasmic / trafficking / cytoskeleton
O95248	broad	Signaling / enzymes
O95249	broad	Cytoplasmic / trafficking / cytoskeleton
O95249	broad	Membrane / receptor / extracellular
O95251	broad	Chromatin / transcription
O95251	broad	Signaling / enzymes
O95255	broad	Membrane / receptor / extracellular
O95256	broad	Membrane / receptor / extracellular
O95257	broad	Other / unclassified
O95258	broad	Mitochondrial / metabolism
O95259	broad	Membrane / receptor / extracellular
O95260	broad	Translation / ribosome / biogenesis
O95260	broad	Signaling / enzymes
O95263	broad	Proteostasis / ubiquitin / chaperone
O95263	broad	Signaling / enzymes
O95264	broad	Membrane / receptor / extracellular
O95267	broad	Other / unclassified
O95271	broad	Chromatin / transcription
O95271	broad	Cytoplasmic / trafficking / cytoskeleton
O95271	broad	Signaling / enzymes
O95273	broad	Cytoplasmic / trafficking / cytoskeleton
O95274	broad	DNA repair / genome maintenance
O95278	broad	Membrane / receptor / extracellular
O95278	broad	Signaling / enzymes
O95279	broad	Membrane / receptor / extracellular
O95292	broad	Cytoplasmic / trafficking / cytoskeleton
O95292	broad	Membrane / receptor / extracellular
O95294	broad	Signaling / enzymes
O95295	broad	Proteostasis / ubiquitin / chaperone
O95297	broad	Membrane / receptor / extracellular
O95298	broad	Mitochondrial / metabolism
O95299	broad	Mitochondrial / metabolism
O95302	broad	Other / unclassified
O95319	broad	RNA-binding / RNP
O95336	broad	Signaling / enzymes
O95340	broad	Signaling / enzymes
O95342	broad	Other / unclassified
O95343	broad	Chromatin / transcription
O95347	broad	DNA repair / genome maintenance
O95352	broad	Proteostasis / ubiquitin / chaperone
O95352	broad	Signaling / enzymes
O95361	broad	Proteostasis / ubiquitin / chaperone
O95363	broad	Translation / ribosome / biogenesis
O95363	broad	Mitochondrial / metabolism
O95363	broad	Proteostasis / ubiquitin / chaperone
O95363	broad	Signaling / enzymes
O95365	broad	Chromatin / transcription
O95365	broad	Cytoplasmic / trafficking / cytoskeleton
O95371	broad	Membrane / receptor / extracellular
O95372	broad	Other / unclassified
O95373	broad	RNA-binding / RNP
O95373	broad	Nuclear scaffold / pore / lamina
O95376	broad	Proteostasis / ubiquitin / chaperone
O95379	broad	Other / unclassified
O95382	broad	Signaling / enzymes
O95388	broad	Membrane / receptor / extracellular
O95389	broad	Other / unclassified
O95390	broad	Other / unclassified
O95391	broad	RNA-binding / RNP
O95393	broad	Other / unclassified
O95394	broad	Other / unclassified
O95395	broad	Membrane / receptor / extracellular
O95395	broad	Signaling / enzymes
O95396	broad	Signaling / enzymes
O95397	broad	Cytoplasmic / trafficking / cytoskeleton
O95397	broad	Poorly characterized / specialized
O95398	broad	Other / unclassified
O95399	broad	Other / unclassified
O95400	broad	RNA-binding / RNP
O95400	broad	Cytoplasmic / trafficking / cytoskeleton
O95402	broad	Chromatin / transcription
O95405	broad	Cytoplasmic / trafficking / cytoskeleton
O95405	broad	Membrane / receptor / extracellular
O95405	broad	Signaling / enzymes
O95406	broad	Membrane / receptor / extracellular
O95407	broad	Membrane / receptor / extracellular
O95409	broad	Chromatin / transcription
O95411	broad	Cytoplasmic / trafficking / cytoskeleton
O95411	broad	Poorly characterized / specialized
O95415	broad	Membrane / receptor / extracellular
O95416	broad	Chromatin / transcription
O95424	broad	Other / unclassified
O95425	broad	Other / unclassified
O95427	broad	Nuclear scaffold / pore / lamina
O95427	broad	Signaling / enzymes
O95428	broad	Membrane / receptor / extracellular
O95429	broad	Proteostasis / ubiquitin / chaperone
O95433	broad	Proteostasis / ubiquitin / chaperone
O95433	broad	Poorly characterized / specialized
O95433	broad	Signaling / enzymes
O95436	broad	Membrane / receptor / extracellular
O95445	broad	Proteostasis / ubiquitin / chaperone
O95447	broad	Poorly characterized / specialized
O95450	broad	Membrane / receptor / extracellular
O95450	broad	Signaling / enzymes
O95453	broad	RNA-binding / RNP
O95455	broad	Other / unclassified
O95456	broad	Proteostasis / ubiquitin / chaperone
O95460	broad	DNA repair / genome maintenance
O95461	broad	Signaling / enzymes
O95466	broad	Poorly characterized / specialized
O95470	broad	Proteostasis / ubiquitin / chaperone
O95471	broad	Other / unclassified
O95473	broad	Other / unclassified
O95475	broad	Chromatin / transcription
O95476	broad	Signaling / enzymes
O95477	broad	Membrane / receptor / extracellular
O95477	broad	Signaling / enzymes
O95478	broad	Translation / ribosome / biogenesis
O95479	broad	Mitochondrial / metabolism
O95479	broad	Signaling / enzymes
O95484	broad	Other / unclassified
O95486	broad	Other / unclassified
O95487	broad	Other / unclassified
O95490	broad	DNA repair / genome maintenance
O95490	broad	Membrane / receptor / extracellular
O95497	broad	Other / unclassified
O95498	broad	Other / unclassified
O95500	broad	Other / unclassified
O95502	broad	Membrane / receptor / extracellular
O95503	broad	Other / unclassified
O95521	broad	Other / unclassified
O95522	broad	Other / unclassified
O95528	broad	Membrane / receptor / extracellular
O95544	broad	Signaling / enzymes
O95551	broad	Membrane / receptor / extracellular
O95551	broad	Signaling / enzymes
O95561	broad	Poorly characterized / specialized
O95562	broad	Cytoplasmic / trafficking / cytoskeleton
O95563	broad	Mitochondrial / metabolism
O95567	broad	Poorly characterized / specialized
O95568	broad	Poorly characterized / specialized
O95568	broad	Signaling / enzymes
O95571	broad	Mitochondrial / metabolism
O95573	broad	Mitochondrial / metabolism
O95573	broad	Signaling / enzymes
O95600	broad	Chromatin / transcription
O95602	broad	Chromatin / transcription
O95613	broad	Nuclear scaffold / pore / lamina
O95613	broad	Cytoplasmic / trafficking / cytoskeleton
O95613	broad	Cell cycle / centrosome / spindle
O95619	broad	Other / unclassified
O95620	broad	Translation / ribosome / biogenesis
O95622	broad	Other / unclassified
O95625	broad	Chromatin / transcription
O95626	broad	Other / unclassified
O95628	broad	RNA-binding / RNP
O95628	broad	Chromatin / transcription
O95628	broad	Proteostasis / ubiquitin / chaperone
O95628	broad	Signaling / enzymes
O95630	broad	Cytoplasmic / trafficking / cytoskeleton
O95630	broad	Proteostasis / ubiquitin / chaperone
O95630	broad	Signaling / enzymes
O95631	broad	Other / unclassified
O95633	broad	Other / unclassified
O95639	broad	RNA-binding / RNP
O95644	broad	Chromatin / transcription
O95644	broad	Cytoplasmic / trafficking / cytoskeleton
O95644	broad	Membrane / receptor / extracellular
O95661	broad	Other / unclassified
O95665	broad	Membrane / receptor / extracellular
O95670	broad	Signaling / enzymes
O95671	broad	Chromatin / transcription
O95671	broad	Signaling / enzymes
O95672	broad	Signaling / enzymes
O95674	broad	Signaling / enzymes
O95677	broad	Signaling / enzymes
O95678	broad	Cytoplasmic / trafficking / cytoskeleton
O95684	broad	Cell cycle / centrosome / spindle
O95685	broad	Signaling / enzymes
O95696	broad	Chromatin / transcription
O95704	broad	Other / unclassified
O95707	broad	RNA-binding / RNP
O95711	broad	Membrane / receptor / extracellular
O95714	broad	Proteostasis / ubiquitin / chaperone
O95714	broad	Signaling / enzymes
O95715	broad	Other / unclassified
O95716	broad	Cytoplasmic / trafficking / cytoskeleton
O95718	broad	Membrane / receptor / extracellular
O95721	broad	Cytoplasmic / trafficking / cytoskeleton
O95721	broad	Membrane / receptor / extracellular
O95727	broad	Other / unclassified
O95741	broad	Other / unclassified
O95744	broad	Poorly characterized / specialized
O95747	broad	Signaling / enzymes
O95749	broad	Signaling / enzymes
O95750	broad	Other / unclassified
O95751	broad	Other / unclassified
O95754	broad	Other / unclassified
O95755	broad	Cytoplasmic / trafficking / cytoskeleton
O95757	broad	Proteostasis / ubiquitin / chaperone
O95757	broad	Signaling / enzymes
O95758	broad	Other / unclassified
O95759	broad	Cytoplasmic / trafficking / cytoskeleton
O95760	broad	Other / unclassified
O95772	broad	Other / unclassified
O95780	broad	Chromatin / transcription
O95782	broad	RNA-binding / RNP
O95782	broad	Cytoplasmic / trafficking / cytoskeleton
O95782	broad	Membrane / receptor / extracellular
O95785	broad	Chromatin / transcription
O95786	broad	RNA-binding / RNP
O95786	broad	Membrane / receptor / extracellular
O95789	broad	Chromatin / transcription
O95793	broad	RNA-binding / RNP
O95793	broad	DNA repair / genome maintenance
O95800	broad	Membrane / receptor / extracellular
O95801	broad	DNA repair / genome maintenance
O95801	broad	Nuclear scaffold / pore / lamina
O95801	broad	Proteostasis / ubiquitin / chaperone
O95803	broad	Signaling / enzymes
O95807	broad	Membrane / receptor / extracellular
O95810	broad	Other / unclassified
O95813	broad	Other / unclassified
O95816	broad	Proteostasis / ubiquitin / chaperone
O95817	broad	Cytoplasmic / trafficking / cytoskeleton
O95817	broad	Proteostasis / ubiquitin / chaperone
O95819	broad	Cytoplasmic / trafficking / cytoskeleton
O95819	broad	Signaling / enzymes
O95822	broad	Mitochondrial / metabolism
O95825	broad	Cytoplasmic / trafficking / cytoskeleton
O95831	broad	Mitochondrial / metabolism
O95832	broad	Membrane / receptor / extracellular
