canonical_UniProtAC	family	label
Q9UBS9	broad	Poorly characterized / specialized
Q9UBT2	broad	Proteostasis / ubiquitin / chaperone
Q9UBT2	broad	Signaling / enzymes
Q9UBT3	broad	Other / unclassified
Q9UBT6	broad	Chromatin / transcription
Q9UBT7	broad	Other / unclassified
Q9UBU2	broad	Other / unclassified
Q9UBU3	broad	Other / unclassified
Q9UBU6	broad	Other / unclassified
Q9UBU7	broad	Signaling / enzymes
Q9UBU8	broad	Chromatin / transcription
Q9UBU8	broad	Proteostasis / ubiquitin / chaperone
Q9UBU9	broad	RNA-binding / RNP
Q9UBV2	broad	Other / unclassified
Q9UBV4	broad	Other / unclassified
Q9UBV7	broad	Signaling / enzymes
Q9UBV8	broad	Other / unclassified
Q9UBW5	broad	Other / unclassified
Q9UBW7	broad	Chromatin / transcription
Q9UBW8	broad	Proteostasis / ubiquitin / chaperone
Q9UBX0	broad	Chromatin / transcription
Q9UBX1	broad	Other / unclassified
Q9UBX2	broad	Chromatin / transcription
Q9UBX3	broad	Mitochondrial / metabolism
Q9UBX5	broad	Other / unclassified
Q9UBX7	broad	Signaling / enzymes
Q9UBX8	broad	Signaling / enzymes
Q9UBY0	broad	Other / unclassified
Q9UBY5	broad	Membrane / receptor / extracellular
Q9UBY8	broad	Other / unclassified
Q9UBY9	broad	Proteostasis / ubiquitin / chaperone
Q9UBZ4	broad	Other / unclassified
Q9UBZ9	broad	Membrane / receptor / extracellular
Q9UBZ9	broad	Signaling / enzymes
Q9UC06	broad	Chromatin / transcription
Q9UC07	broad	Chromatin / transcription
Q9UD57	broad	Chromatin / transcription
Q9UD71	broad	Signaling / enzymes
Q9UDR5	broad	Mitochondrial / metabolism
Q9UDT6	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UDV6	broad	Chromatin / transcription
Q9UDV7	broad	Chromatin / transcription
Q9UDW1	broad	Other / unclassified
Q9UDW3	broad	RNA-binding / RNP
Q9UDW3	broad	DNA repair / genome maintenance
Q9UDX3	broad	Other / unclassified
Q9UDX4	broad	Other / unclassified
Q9UDX5	broad	Mitochondrial / metabolism
Q9UDX5	broad	Proteostasis / ubiquitin / chaperone
Q9UDY4	broad	Proteostasis / ubiquitin / chaperone
Q9UDY6	broad	Other / unclassified
Q9UDY8	broad	Other / unclassified
Q9UEE5	broad	Signaling / enzymes
Q9UEE9	broad	Chromatin / transcription
Q9UEE9	broad	Cell cycle / centrosome / spindle
Q9UEF7	broad	Other / unclassified
Q9UEG4	broad	Chromatin / transcription
Q9UER7	broad	Other / unclassified
Q9UET6	broad	Translation / ribosome / biogenesis
Q9UET6	broad	Signaling / enzymes
Q9UEU0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UEU5	broad	Poorly characterized / specialized
Q9UEW3	broad	Membrane / receptor / extracellular
Q9UEW8	broad	Signaling / enzymes
Q9UEY8	broad	Other / unclassified
Q9UF02	broad	Membrane / receptor / extracellular
Q9UF11	broad	Other / unclassified
Q9UF12	broad	Mitochondrial / metabolism
Q9UF12	broad	Proteostasis / ubiquitin / chaperone
Q9UF33	broad	Membrane / receptor / extracellular
Q9UF33	broad	Signaling / enzymes
Q9UF47	broad	Other / unclassified
Q9UF56	broad	Other / unclassified
Q9UF83	broad	Poorly characterized / specialized
Q9UFB7	broad	Chromatin / transcription
Q9UFC0	broad	Cell cycle / centrosome / spindle
Q9UFD9	broad	Membrane / receptor / extracellular
Q9UFF9	broad	Chromatin / transcription
Q9UFG5	broad	Poorly characterized / specialized
Q9UFH2	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UFH2	broad	Signaling / enzymes
Q9UFN0	broad	Membrane / receptor / extracellular
Q9UFN0	broad	Proteostasis / ubiquitin / chaperone
Q9UFP1	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UFP1	broad	Poorly characterized / specialized
Q9UFP1	broad	Signaling / enzymes
Q9UFV1	broad	Poorly characterized / specialized
Q9UFV3	broad	Poorly characterized / specialized
Q9UFW8	broad	Chromatin / transcription
Q9UG01	broad	RNA-binding / RNP
Q9UG01	broad	DNA repair / genome maintenance
Q9UG01	broad	Translation / ribosome / biogenesis
Q9UG01	broad	Nuclear scaffold / pore / lamina
Q9UG22	broad	Signaling / enzymes
Q9UG56	broad	Mitochondrial / metabolism
Q9UG56	broad	Signaling / enzymes
Q9UG63	broad	Membrane / receptor / extracellular
Q9UG63	broad	Signaling / enzymes
Q9UGB7	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UGC6	broad	Other / unclassified
Q9UGC7	broad	Translation / ribosome / biogenesis
Q9UGC7	broad	Mitochondrial / metabolism
Q9UGF5	broad	Membrane / receptor / extracellular
Q9UGF6	broad	Membrane / receptor / extracellular
Q9UGF7	broad	Membrane / receptor / extracellular
Q9UGH3	broad	Membrane / receptor / extracellular
Q9UGI0	broad	Proteostasis / ubiquitin / chaperone
Q9UGI6	broad	Membrane / receptor / extracellular
Q9UGI8	broad	Other / unclassified
Q9UGI9	broad	Signaling / enzymes
Q9UGJ0	broad	Signaling / enzymes
Q9UGJ1	broad	Other / unclassified
Q9UGK3	broad	Signaling / enzymes
Q9UGK8	broad	Poorly characterized / specialized
Q9UGL1	broad	Chromatin / transcription
Q9UGL1	broad	Poorly characterized / specialized
Q9UGL9	broad	Other / unclassified
Q9UGM1	broad	Membrane / receptor / extracellular
Q9UGM3	broad	Chromatin / transcription
Q9UGM3	broad	Membrane / receptor / extracellular
Q9UGM5	broad	Other / unclassified
Q9UGM6	broad	Translation / ribosome / biogenesis
Q9UGM6	broad	Mitochondrial / metabolism
Q9UGM6	broad	Signaling / enzymes
Q9UGN4	broad	Membrane / receptor / extracellular
Q9UGN4	broad	Proteostasis / ubiquitin / chaperone
Q9UGN5	broad	Chromatin / transcription
Q9UGN5	broad	Signaling / enzymes
Q9UGP5	broad	Chromatin / transcription
Q9UGP8	broad	Other / unclassified
Q9UGQ2	broad	Membrane / receptor / extracellular
Q9UGQ3	broad	Membrane / receptor / extracellular
Q9UGR2	broad	RNA-binding / RNP
Q9UGT4	broad	Other / unclassified
Q9UGU0	broad	Chromatin / transcription
Q9UGU5	broad	Other / unclassified
Q9UGV2	broad	Other / unclassified
Q9UGY1	broad	RNA-binding / RNP
Q9UGY1	broad	Translation / ribosome / biogenesis
Q9UH03	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UH17	broad	Signaling / enzymes
Q9UH36	broad	Other / unclassified
Q9UH62	broad	RNA-binding / RNP
Q9UH64	broad	Poorly characterized / specialized
Q9UH65	broad	Proteostasis / ubiquitin / chaperone
Q9UH73	broad	Chromatin / transcription
Q9UH77	broad	Other / unclassified
Q9UH90	broad	Other / unclassified
Q9UH92	broad	Chromatin / transcription
Q9UH99	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHA2	broad	Other / unclassified
Q9UHA3	broad	RNA-binding / RNP
Q9UHA3	broad	Translation / ribosome / biogenesis
Q9UHA4	broad	RNA-binding / RNP
Q9UHA4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHA4	broad	Proteostasis / ubiquitin / chaperone
Q9UHA4	broad	Signaling / enzymes
Q9UHA7	broad	Other / unclassified
Q9UHB4	broad	Other / unclassified
Q9UHB6	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHB7	broad	Chromatin / transcription
Q9UHB7	broad	Translation / ribosome / biogenesis
Q9UHB7	broad	Proteostasis / ubiquitin / chaperone
Q9UHB9	broad	Other / unclassified
Q9UHC1	broad	RNA-binding / RNP
Q9UHC1	broad	DNA repair / genome maintenance
Q9UHC1	broad	Translation / ribosome / biogenesis
Q9UHC1	broad	Proteostasis / ubiquitin / chaperone
Q9UHC1	broad	Signaling / enzymes
Q9UHC3	broad	Membrane / receptor / extracellular
Q9UHC6	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHC7	broad	RNA-binding / RNP
Q9UHC7	broad	Chromatin / transcription
Q9UHC7	broad	Proteostasis / ubiquitin / chaperone
Q9UHC7	broad	Signaling / enzymes
Q9UHC9	broad	Membrane / receptor / extracellular
Q9UHD0	broad	Other / unclassified
Q9UHD1	broad	Proteostasis / ubiquitin / chaperone
Q9UHD2	broad	Signaling / enzymes
Q9UHD4	broad	Signaling / enzymes
Q9UHD8	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHD8	broad	Signaling / enzymes
Q9UHD9	broad	Proteostasis / ubiquitin / chaperone
Q9UHE5	broad	Signaling / enzymes
Q9UHE8	broad	Membrane / receptor / extracellular
Q9UHF0	broad	Other / unclassified
Q9UHF3	broad	Signaling / enzymes
Q9UHF4	broad	Membrane / receptor / extracellular
Q9UHF5	broad	Other / unclassified
Q9UHF7	broad	Chromatin / transcription
Q9UHG0	broad	Other / unclassified
Q9UHG2	broad	Other / unclassified
Q9UHG3	broad	Mitochondrial / metabolism
Q9UHH9	broad	Signaling / enzymes
Q9UHI5	broad	Membrane / receptor / extracellular
Q9UHI6	broad	RNA-binding / RNP
Q9UHI6	broad	Signaling / enzymes
Q9UHI7	broad	Membrane / receptor / extracellular
Q9UHI8	broad	Membrane / receptor / extracellular
Q9UHJ3	broad	Chromatin / transcription
Q9UHJ6	broad	Signaling / enzymes
Q9UHJ9	broad	Membrane / receptor / extracellular
Q9UHJ9	broad	Signaling / enzymes
Q9UHK0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHK6	broad	Other / unclassified
Q9UHL0	broad	RNA-binding / RNP
Q9UHL3	broad	Other / unclassified
Q9UHL9	broad	Chromatin / transcription
Q9UHN1	broad	Chromatin / transcription
Q9UHN1	broad	Mitochondrial / metabolism
Q9UHN6	broad	Membrane / receptor / extracellular
Q9UHP3	broad	Proteostasis / ubiquitin / chaperone
Q9UHP3	broad	Signaling / enzymes
Q9UHP6	broad	DNA repair / genome maintenance
Q9UHP7	broad	Membrane / receptor / extracellular
Q9UHP9	broad	Other / unclassified
Q9UHQ1	broad	Nuclear scaffold / pore / lamina
Q9UHQ4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHQ4	broad	Membrane / receptor / extracellular
Q9UHQ7	broad	Chromatin / transcription
Q9UHQ7	broad	Translation / ribosome / biogenesis
Q9UHQ9	broad	Other / unclassified
Q9UHR4	broad	Membrane / receptor / extracellular
Q9UHR4	broad	Signaling / enzymes
Q9UHR5	broad	Chromatin / transcription
Q9UHR6	broad	Poorly characterized / specialized
Q9UHT4	broad	Poorly characterized / specialized
Q9UHU1	broad	Poorly characterized / specialized
Q9UHV2	broad	Chromatin / transcription
Q9UHV2	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHV5	broad	Other / unclassified
Q9UHV7	broad	Chromatin / transcription
Q9UHV7	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHV7	broad	Membrane / receptor / extracellular
Q9UHV8	broad	Other / unclassified
Q9UHV9	broad	Other / unclassified
Q9UHW5	broad	Signaling / enzymes
Q9UHW9	broad	Membrane / receptor / extracellular
Q9UHX1	broad	RNA-binding / RNP
Q9UHX1	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UHX3	broad	Membrane / receptor / extracellular
Q9UHY1	broad	Membrane / receptor / extracellular
Q9UHY7	broad	Signaling / enzymes
Q9UHY8	broad	Chromatin / transcription
Q9UI08	broad	Other / unclassified
Q9UI09	broad	Mitochondrial / metabolism
Q9UI10	broad	Translation / ribosome / biogenesis
Q9UI10	broad	Signaling / enzymes
Q9UI12	broad	Signaling / enzymes
Q9UI14	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UI17	broad	Mitochondrial / metabolism
Q9UI25	broad	Poorly characterized / specialized
Q9UI26	broad	Other / unclassified
Q9UI30	broad	Translation / ribosome / biogenesis
Q9UI30	broad	Proteostasis / ubiquitin / chaperone
Q9UI30	broad	Signaling / enzymes
Q9UI32	broad	Mitochondrial / metabolism
Q9UI33	broad	Membrane / receptor / extracellular
Q9UI36	broad	Other / unclassified
Q9UI38	broad	Poorly characterized / specialized
Q9UI38	broad	Signaling / enzymes
Q9UI40	broad	Other / unclassified
Q9UI42	broad	Other / unclassified
Q9UI43	broad	Translation / ribosome / biogenesis
Q9UI43	broad	Mitochondrial / metabolism
Q9UI43	broad	Signaling / enzymes
Q9UI46	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UI47	broad	Membrane / receptor / extracellular
Q9UI54	broad	Poorly characterized / specialized
Q9UI72	broad	Poorly characterized / specialized
Q9UI95	broad	Cell cycle / centrosome / spindle
Q9UIA9	broad	RNA-binding / RNP
Q9UIA9	broad	Nuclear scaffold / pore / lamina
Q9UIB8	broad	Other / unclassified
Q9UIC8	broad	Signaling / enzymes
Q9UID3	broad	Poorly characterized / specialized
Q9UID6	broad	Chromatin / transcription
Q9UIE0	broad	Chromatin / transcription
Q9UIF3	broad	Other / unclassified
Q9UIF7	broad	Other / unclassified
Q9UIF8	broad	Chromatin / transcription
Q9UIF9	broad	Chromatin / transcription
Q9UIF9	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UIG0	broad	Chromatin / transcription
Q9UIG0	broad	Signaling / enzymes
Q9UIG4	broad	Other / unclassified
Q9UIG5	broad	Other / unclassified
Q9UIG8	broad	Membrane / receptor / extracellular
Q9UIH9	broad	Chromatin / transcription
Q9UII2	broad	Mitochondrial / metabolism
Q9UII2	broad	Signaling / enzymes
Q9UII4	broad	Other / unclassified
Q9UII5	broad	Chromatin / transcription
Q9UII6	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UII6	broad	Signaling / enzymes
Q9UIJ5	broad	Chromatin / transcription
Q9UIJ5	broad	Signaling / enzymes
Q9UIJ7	broad	Mitochondrial / metabolism
Q9UIJ7	broad	Signaling / enzymes
Q9UIK4	broad	Signaling / enzymes
Q9UIK5	broad	Membrane / receptor / extracellular
Q9UIL4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UIL8	broad	Chromatin / transcription
Q9UIL8	broad	DNA repair / genome maintenance
Q9UIM3	broad	Other / unclassified
Q9UIQ6	broad	Membrane / receptor / extracellular
Q9UIQ6	broad	Signaling / enzymes
Q9UIR0	broad	Other / unclassified
Q9UIS9	broad	Chromatin / transcription
Q9UIU6	broad	Chromatin / transcription
Q9UIV1	broad	Chromatin / transcription
Q9UIV8	broad	Other / unclassified
Q9UIW0	broad	Chromatin / transcription
Q9UIW2	broad	Membrane / receptor / extracellular
Q9UIX4	broad	Membrane / receptor / extracellular
Q9UIY3	broad	Other / unclassified
Q9UJ04	broad	Poorly characterized / specialized
Q9UJ14	broad	Signaling / enzymes
Q9UJ37	broad	Signaling / enzymes
Q9UJ41	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJ42	broad	Membrane / receptor / extracellular
Q9UJ55	broad	Other / unclassified
Q9UJ68	broad	Mitochondrial / metabolism
Q9UJ70	broad	Signaling / enzymes
Q9UJ71	broad	Other / unclassified
Q9UJ72	broad	Other / unclassified
Q9UJ78	broad	Chromatin / transcription
Q9UJ83	broad	Proteostasis / ubiquitin / chaperone
Q9UJ90	broad	Membrane / receptor / extracellular
Q9UJ96	broad	Membrane / receptor / extracellular
Q9UJ98	broad	DNA repair / genome maintenance
Q9UJ99	broad	Membrane / receptor / extracellular
Q9UJ99	broad	Poorly characterized / specialized
Q9UJA2	broad	Other / unclassified
Q9UJA3	broad	Chromatin / transcription
Q9UJA3	broad	Poorly characterized / specialized
Q9UJA3	broad	Signaling / enzymes
Q9UJA5	broad	Translation / ribosome / biogenesis
Q9UJA5	broad	Signaling / enzymes
Q9UJA9	broad	Signaling / enzymes
Q9UJC5	broad	Other / unclassified
Q9UJD0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJD0	broad	Membrane / receptor / extracellular
Q9UJF2	broad	Signaling / enzymes
Q9UJG1	broad	Other / unclassified
Q9UJH8	broad	Other / unclassified
Q9UJJ7	broad	Translation / ribosome / biogenesis
Q9UJJ7	broad	Poorly characterized / specialized
Q9UJJ9	broad	Poorly characterized / specialized
Q9UJJ9	broad	Signaling / enzymes
Q9UJK0	broad	Translation / ribosome / biogenesis
Q9UJK0	broad	Poorly characterized / specialized
Q9UJK0	broad	Signaling / enzymes
Q9UJL9	broad	Chromatin / transcription
Q9UJM3	broad	Membrane / receptor / extracellular
Q9UJM8	broad	Mitochondrial / metabolism
Q9UJN7	broad	Chromatin / transcription
Q9UJP4	broad	Other / unclassified
Q9UJQ1	broad	Membrane / receptor / extracellular
Q9UJQ1	broad	Proteostasis / ubiquitin / chaperone
Q9UJQ4	broad	Chromatin / transcription
Q9UJQ7	broad	Other / unclassified
Q9UJS0	broad	Mitochondrial / metabolism
Q9UJT0	broad	Other / unclassified
Q9UJT1	broad	Other / unclassified
Q9UJT2	broad	Poorly characterized / specialized
Q9UJT2	broad	Signaling / enzymes
Q9UJU2	broad	Chromatin / transcription
Q9UJU3	broad	Chromatin / transcription
Q9UJU5	broad	Chromatin / transcription
Q9UJU5	broad	DNA repair / genome maintenance
Q9UJU6	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJV3	broad	Proteostasis / ubiquitin / chaperone
Q9UJV3	broad	Signaling / enzymes
Q9UJV8	broad	Other / unclassified
Q9UJV9	broad	RNA-binding / RNP
Q9UJV9	broad	Signaling / enzymes
Q9UJW0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJW2	broad	Other / unclassified
Q9UJW3	broad	Signaling / enzymes
Q9UJW7	broad	Chromatin / transcription
Q9UJW8	broad	Chromatin / transcription
Q9UJW9	broad	DNA repair / genome maintenance
Q9UJX0	broad	Other / unclassified
Q9UJX2	broad	Other / unclassified
Q9UJX3	broad	Other / unclassified
Q9UJX4	broad	Other / unclassified
Q9UJX5	broad	RNA-binding / RNP
Q9UJX6	broad	RNA-binding / RNP
Q9UJX6	broad	Chromatin / transcription
Q9UJX6	broad	Nuclear scaffold / pore / lamina
Q9UJY1	broad	Proteostasis / ubiquitin / chaperone
Q9UJY1	broad	Signaling / enzymes
Q9UJY4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJY5	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UJZ1	broad	Mitochondrial / metabolism
Q9UJZ1	broad	Proteostasis / ubiquitin / chaperone
Q9UK00	broad	Poorly characterized / specialized
Q9UK05	broad	Other / unclassified
Q9UK08	broad	Other / unclassified
Q9UK10	broad	Chromatin / transcription
Q9UK11	broad	Chromatin / transcription
Q9UK12	broad	Chromatin / transcription
Q9UK13	broad	Chromatin / transcription
Q9UK17	broad	Membrane / receptor / extracellular
Q9UK22	broad	Other / unclassified
Q9UK23	broad	Signaling / enzymes
Q9UK28	broad	Membrane / receptor / extracellular
Q9UK32	broad	Translation / ribosome / biogenesis
Q9UK32	broad	Signaling / enzymes
Q9UK33	broad	Chromatin / transcription
Q9UK39	broad	Signaling / enzymes
Q9UK53	broad	Other / unclassified
Q9UK55	broad	Signaling / enzymes
Q9UK59	broad	Signaling / enzymes
Q9UK61	broad	Poorly characterized / specialized
Q9UK73	broad	Membrane / receptor / extracellular
Q9UK76	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UK80	broad	Proteostasis / ubiquitin / chaperone
Q9UK80	broad	Signaling / enzymes
Q9UK85	broad	Poorly characterized / specialized
Q9UK96	broad	Other / unclassified
Q9UK97	broad	Other / unclassified
Q9UK99	broad	Other / unclassified
Q9UKA1	broad	Other / unclassified
Q9UKA2	broad	Other / unclassified
Q9UKA4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKA4	broad	Signaling / enzymes
Q9UKA8	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKB1	broad	Other / unclassified
Q9UKB3	broad	Proteostasis / ubiquitin / chaperone
Q9UKB5	broad	Membrane / receptor / extracellular
Q9UKD1	broad	Chromatin / transcription
Q9UKD1	broad	Translation / ribosome / biogenesis
Q9UKD2	broad	RNA-binding / RNP
Q9UKD2	broad	Translation / ribosome / biogenesis
Q9UKD2	broad	Poorly characterized / specialized
Q9UKE5	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKE5	broad	Signaling / enzymes
Q9UKF2	broad	Membrane / receptor / extracellular
Q9UKF5	broad	Membrane / receptor / extracellular
Q9UKF5	broad	Poorly characterized / specialized
Q9UKF6	broad	RNA-binding / RNP
Q9UKF6	broad	Signaling / enzymes
Q9UKF7	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKG1	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKG4	broad	Membrane / receptor / extracellular
Q9UKG9	broad	Signaling / enzymes
Q9UKH3	broad	Membrane / receptor / extracellular
Q9UKI2	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKI2	broad	Signaling / enzymes
Q9UKI3	broad	Other / unclassified
Q9UKI8	broad	Signaling / enzymes
Q9UKI9	broad	Chromatin / transcription
Q9UKJ0	broad	Membrane / receptor / extracellular
Q9UKJ1	broad	Membrane / receptor / extracellular
Q9UKJ3	broad	Chromatin / transcription
Q9UKJ5	broad	Other / unclassified
Q9UKJ8	broad	Membrane / receptor / extracellular
Q9UKK3	broad	Chromatin / transcription
Q9UKK3	broad	Signaling / enzymes
Q9UKK6	broad	Other / unclassified
Q9UKK9	broad	Proteostasis / ubiquitin / chaperone
Q9UKK9	broad	Signaling / enzymes
Q9UKL2	broad	Membrane / receptor / extracellular
Q9UKL3	broad	Other / unclassified
Q9UKL6	broad	Other / unclassified
Q9UKM0	broad	RNA-binding / RNP
Q9UKM0	broad	Poorly characterized / specialized
Q9UKM7	broad	Other / unclassified
Q9UKM9	broad	RNA-binding / RNP
Q9UKN1	broad	Other / unclassified
Q9UKN5	broad	Chromatin / transcription
Q9UKN7	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKN7	broad	Signaling / enzymes
Q9UKN8	broad	RNA-binding / RNP
Q9UKN8	broad	Chromatin / transcription
Q9UKN8	broad	Poorly characterized / specialized
Q9UKP3	broad	Membrane / receptor / extracellular
Q9UKP4	broad	Membrane / receptor / extracellular
Q9UKP5	broad	Membrane / receptor / extracellular
Q9UKP6	broad	Membrane / receptor / extracellular
Q9UKQ2	broad	Membrane / receptor / extracellular
Q9UKQ9	broad	Other / unclassified
Q9UKR0	broad	Other / unclassified
Q9UKR3	broad	Other / unclassified
Q9UKR5	broad	Proteostasis / ubiquitin / chaperone
Q9UKR5	broad	Poorly characterized / specialized
Q9UKR8	broad	Membrane / receptor / extracellular
Q9UKS6	broad	Signaling / enzymes
Q9UKS7	broad	Chromatin / transcription
Q9UKT4	broad	Cell cycle / centrosome / spindle
Q9UKT5	broad	Signaling / enzymes
Q9UKT6	broad	Poorly characterized / specialized
Q9UKT7	broad	Other / unclassified
Q9UKT8	broad	Other / unclassified
Q9UKT9	broad	Chromatin / transcription
Q9UKU0	broad	Mitochondrial / metabolism
Q9UKU0	broad	Signaling / enzymes
Q9UKU6	broad	DNA repair / genome maintenance
Q9UKU6	broad	Signaling / enzymes
Q9UKU7	broad	Mitochondrial / metabolism
Q9UKV0	broad	Chromatin / transcription
Q9UKV0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKV3	broad	RNA-binding / RNP
Q9UKV3	broad	Chromatin / transcription
Q9UKV5	broad	Membrane / receptor / extracellular
Q9UKV5	broad	Proteostasis / ubiquitin / chaperone
Q9UKV8	broad	Translation / ribosome / biogenesis
Q9UKV8	broad	Signaling / enzymes
Q9UKW4	broad	Other / unclassified
Q9UKW6	broad	Chromatin / transcription
Q9UKX2	broad	DNA repair / genome maintenance
Q9UKX2	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKX2	broad	Poorly characterized / specialized
Q9UKX2	broad	Signaling / enzymes
Q9UKX3	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UKX5	broad	Membrane / receptor / extracellular
Q9UKX7	broad	Nuclear scaffold / pore / lamina
Q9UKY0	broad	Other / unclassified
Q9UKY1	broad	Chromatin / transcription
Q9UKY3	broad	Poorly characterized / specialized
Q9UKY4	broad	Signaling / enzymes
Q9UKY7	broad	Other / unclassified
Q9UKZ1	broad	Chromatin / transcription
Q9UKZ1	broad	Poorly characterized / specialized
Q9UKZ4	broad	Chromatin / transcription
Q9UKZ4	broad	Membrane / receptor / extracellular
Q9UKZ9	broad	Membrane / receptor / extracellular
Q9UL01	broad	Other / unclassified
Q9UL03	broad	RNA-binding / RNP
Q9UL12	broad	Mitochondrial / metabolism
Q9UL15	broad	Proteostasis / ubiquitin / chaperone
Q9UL17	broad	Chromatin / transcription
Q9UL18	broad	Translation / ribosome / biogenesis
Q9UL18	broad	Poorly characterized / specialized
Q9UL18	broad	Signaling / enzymes
Q9UL19	broad	Membrane / receptor / extracellular
Q9UL19	broad	Signaling / enzymes
Q9UL25	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UL25	broad	Signaling / enzymes
Q9UL26	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UL33	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UL36	broad	Chromatin / transcription
Q9UL40	broad	Chromatin / transcription
Q9UL41	broad	Other / unclassified
Q9UL42	broad	Other / unclassified
Q9UL45	broad	Cytoplasmic / trafficking / cytoskeleton
Q9UL45	broad	Proteostasis / ubiquitin / chaperone
Q9UL46	broad	Proteostasis / ubiquitin / chaperone
Q9UL46	broad	Signaling / enzymes
Q9UL49	broad	Chromatin / transcription
Q9UL51	broad	Membrane / receptor / extracellular
Q9UL52	broad	Membrane / receptor / extracellular
Q9UL52	broad	Signaling / enzymes
Q9UL54	broad	Signaling / enzymes
Q9UL58	broad	Chromatin / transcription
Q9UL59	broad	Chromatin / transcription
Q9UL62	broad	Membrane / receptor / extracellular
Q9UL63	broad	Other / unclassified
Q9UL68	broad	Chromatin / transcription
Q9ULB1	broad	Nuclear scaffold / pore / lamina
Q9ULB4	broad	Membrane / receptor / extracellular
Q9ULB5	broad	Membrane / receptor / extracellular
Q9ULC0	broad	Other / unclassified
Q9ULC3	broad	Cytoplasmic / trafficking / cytoskeleton
Q9ULC3	broad	Proteostasis / ubiquitin / chaperone
Q9ULC5	broad	Mitochondrial / metabolism
Q9ULC5	broad	Signaling / enzymes
Q9ULC6	broad	Other / unclassified
Q9ULC8	broad	Chromatin / transcription
Q9ULC8	broad	Signaling / enzymes
Q9ULD0	broad	Mitochondrial / metabolism
Q9ULD2	broad	Cytoplasmic / trafficking / cytoskeleton
Q9ULD2	broad	Membrane / receptor / extracellular
Q9ULD2	broad	Mitochondrial / metabolism
Q9ULD4	broad	Chromatin / transcription
Q9ULD5	broad	Chromatin / transcription
Q9ULD8	broad	Membrane / receptor / extracellular
Q9ULD9	broad	Chromatin / transcription
Q9ULE0	broad	Other / unclassified
Q9ULE4	broad	Other / unclassified
Q9ULE6	broad	Other / unclassified
Q9ULF5	broad	Membrane / receptor / extracellular
Q9ULG1	broad	RNA-binding / RNP
Q9ULG1	broad	Chromatin / transcription
Q9ULG1	broad	DNA repair / genome maintenance
Q9ULG1	broad	Signaling / enzymes
Q9ULG3	broad	Poorly characterized / specialized
Q9ULG6	broad	Cell cycle / centrosome / spindle
Q9ULH0	broad	RNA-binding / RNP
Q9ULH0	broad	Cytoplasmic / trafficking / cytoskeleton
Q9ULH0	broad	Membrane / receptor / extracellular
Q9ULH0	broad	Signaling / enzymes
Q9ULH1	broad	Signaling / enzymes
Q9ULH4	broad	Membrane / receptor / extracellular
Q9ULH7	broad	Chromatin / transcription
Q9ULH7	broad	Cytoplasmic / trafficking / cytoskeleton
Q9ULI0	broad	Signaling / enzymes
Q9ULI1	broad	Other / unclassified
Q9ULI2	broad	Translation / ribosome / biogenesis
Q9ULI2	broad	Mitochondrial / metabolism
Q9ULI2	broad	Signaling / enzymes
Q9ULI3	broad	Other / unclassified
Q9ULI4	broad	Cytoplasmic / trafficking / cytoskeleton
Q9ULI4	broad	Signaling / enzymes
